Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020
Slovenia,SVN,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/si/flat/64.png,2073894,2.073894024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1607282311,.1607282311,.1607282311,0,0,0,0,0,.1607282311,.3214564621,.4821847081,.4821847081,.4821847081,.8036412001,.6429129243,.8036412001,.3214564621,.9643694162,.6429129243,.9643694162,.8036412001,1.125097632,1.768010616,1.6072824,2.250195265,1.928738832,2.089467049,1.446554184,1.6072824,1.6072824,1.6072824,.9643694162,1.285825849,.9643694162,1.6072824,1.446554184,2.089467049,1.768010616,1.125097632,.8036412001,.3214564621,.4821847081,.3214564621,.4821847081,.4821847081,.8036412001,1.125097632,1.285825849,.9643694162,.8036412001,.8036412001,.8036412001,.6429129243,.4821847081,.3214564621,.3214564621,.3214564621,.4821847081,.3214564621,.1607282311,.1607282311,.1607282311,.1607282311,0,.1607282311,.1607282311,.1607282311,.1607282311,.3214564621,.3214564621,.1607282311,.1607282311,.1607282311,.3214564621,.1607282311,.1607282311,0,0,0,.1607282311,.1607282311,.1607282311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/sk/flat/64.png,5446771,5.446771145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0611983351,.0611983351,.0611983351,0,-.0611983351,-.0611983351,-.0611983351,0,0,0,0,0,0,0,.0611983351,.0611983351,.0611983351,0,0,.0611983351,.0611983351,.0611983351,0,0,0,0,0,0,.2447933406,.3671900332,.4283883572,.3059916794,.2447933406,.2447933406,.1835950166,.1223966703,.1223966703,.1835950166,.1835950166,.1835950166,.0611983351,.1835950166,.2447933406,.3059916794,.1835950166,.1223966703,.0611983351,.1223966703,.0611983351,.0611983351,.0611983351,.0611983351,.0611983351,0,0,.0611983351,.0611983351,.0611983351,0,.0611983351,.0611983351,.0611983351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suriname,SUR,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/sr/flat/64.png,575991,.5759909749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5787127614,.5787127614,.5787127614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5787127614,.5787127614,.5787127614,0,.5787127614,.5787127614,.5787127614,1.157425523,1.736138344,1.736138344,1.157425523,.8680691719
South Sudan,SSD,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/ss/flat/64.png,10975920,10.97591972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1214780509,.1214780509,.1214780509,0,0,0,0,.0607390255,.1214780509,.1214780509,.0607390255,0,.0607390255,.0607390255,.0607390255,0,0,0,0,0,0,0,0,.1214780509,.2733256221,.2733256221,.1518475562,.1518475562,.1518475562,.2429561019,.0911085382,.0911085382,.0911085382,.1214780509,.1518475562,.0911085382
Serbia,SRB,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/rs/flat/64.png,6982604,6.982604027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0477376841,.0477376841,.0954753682,.0954753682,.0954753682,.0954753682,-.0954753682,-.0954753682,.2864260972,.5728521943,.716065228,.2864260972,.716065228,.716065228,1.097966671,.7638029456,.9547536373,.9070159793,.8115406036,.66832757,.3819014728,.4773768187,.4296391308,.66832757,.66832757,.9547536373,.9070159793,.8592782617,.7638029456,.8592782617,.9070159793,.716065228,.6205898523,.5728521943,.66832757,.66832757,.8115406036,.8115406036,.8592782617,.8115406036,.8115406036,.8115406036,.5251144767,.7638029456,.66832757,.8592782617,.5251144767,.4773768187,.4296391308,.4296391308,.5728521943,.4296391308,.4296391308,.2386884093,.334163785,.2864260972,.2386884093,.2864260972,.2864260972,.2864260972,.2864260972,.2386884093,.2864260972,.1432130486,.1432130486,.0477376841,.0954753682,.0477376841,.0954753682,.0954753682,.1432130486,.0954753682,.0954753682,.0954753682,.1432130486,.0954753682,.0954753682,.0954753682,.1432130486,.1432130486,.1432130486,.0954753682,.0954753682,.0954753682,.0954753682,.0954753682,.0954753682,.1432130486,.1432130486,.1432130486,.1432130486,.1432130486
Somalia,SOM,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/so/flat/64.png,15008154,15.00815392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0222101491,.0222101491,.0222101491,0,0,.0222101491,.0222101491,.0888405964,.0666304454,.0888405964,.0444202982,.0444202982,.0444202982,.0222101491,.0222101491,.1776811928,.1776811928,.2221014947,.1554710418,.2221014947,.2221014947,.1110507473,.0444202982,0,.0666304454,.0888405964,.1554710418,.1554710418,.1554710418,.1998913437,.1332608908,.1998913437,.1554710418,.1776811928,.0888405964,.0222101491,.0222101491,.0222101491,.0666304454,.0666304454,.0888405964,.0888405964,.1110507473,.0888405964,.0444202982,0,0,.1110507473,.1332608908,.1332608908,.1332608908,.1110507473,.1332608908,.1332608908,.1554710418,.1332608908,.0222101491,0,0,.0666304454,.0888405964,.1110507473,.0666304454,.0444202982,.0222101491,0,.0444202982,.0666304454,.0666304454,.0222101491,0,0,0
El Salvador,SLV,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/sv/flat/64.png,6420744,6.420743942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0519150645,.0519150645,.1038301289,.0519150645,.1038301289,.0519150645,.1038301289,.0519150645,.1038301289,.1038301289,.1038301289,.0519150645,0,0,0,0,0,.0519150645,.0519150645,.0519150645,0,0,0,.0519150645,.0519150645,.0519150645,0,0,0,.0519150645,.1038301289,.1038301289,.1038301289,.0519150645,.1557451934,.1557451934,.2076602578,.1038301289,.1038301289,.1038301289,.1038301289,.1038301289,.1557451934,.1557451934,.2595753074,.2595753074,.3114903867,.3634054363,.2595753074,.2076602578,.0519150645,.1557451934,.1557451934,.1038301289,.1038301289,.1038301289,.1557451934,.2076602578,.2076602578,.3114903867,.3634054363,.3634054363,.2076602578,.1557451934,.2595753074,.3114903867,.2076602578,.1038301289,.0519150645,.1557451934,.3634054363,.5710657239,.6229807734,.4153205156,.4153205156,.3114903867,.3114903867,.2076602578,.2595753074,.4153205156,.4672355652
Sierra Leone,SLE,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/sl/flat/64.png,7650154,7.650154114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0435721055,.0871442109,.0871442109,.1307163239,.0871442109,.0871442109,0,.1307163239,.1307163239,.1742884219,.0435721055,.0871442109,.1307163239,.2614326477,.3050047457,.2614326477,.1742884219,.0871442109,.0871442109,.0435721055,.3485768437,.3050047457,.3485768437,.1307163239,.2614326477,.2614326477,.1742884219,.0871442109,.0871442109,.2178605348,.2178605348,.2178605348,.1742884219,.2178605348,.2178605348,.1307163239,.0435721055,.0435721055,.0435721055,.0435721055,0,.0435721055,.0435721055,.0435721055,.0435721055,.0435721055,.0871442109,.0871442109,.0871442109,.0435721055,.0435721055,.0435721055,.0435721055,0,0,0,0,0
Singapore,SGP,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/sg/flat/64.png,5638676,5.638676167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1182310581,.1182310581,.1182310581,0,0,0,0,0,.0591155291,.0591155291,.0591155291,0,.0591155291,.1182310581,.1773465872,.1182310581,.0591155291,0,0,0,.0591155291,.1182310581,.1182310581,.1182310581,.1182310581,.1182310581,.0591155291,.0591155291,.0591155291,.0591155291,0,0,.0591155291,.0591155291,.0591155291,0,0,.1182310581,.1182310581,.1182310581,.0591155291,.1182310581,.1773465872,.1773465872,.1182310581,.0591155291,.1182310581,.1182310581,.1182310581,0,0,.0591155291,.0591155291,.0591155291,0,0,.0591155291,.0591155291,.0591155291,0,0,.0591155291,.0591155291,.0591155291,0,0,0,0,0,0,0,0,.0591155291,.0591155291,.0591155291,0,0,.0591155291,.0591155291,.0591155291,0,0,0,0,.0591155291,.0591155291,.0591155291,0,0,0,0
Senegal,SEN,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/sn/flat/64.png,15854360,15.85435963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0210247114,.0210247114,.0210247114,.0210247114,.0210247114,.0210247114,0,0,0,0,0,0,0,0,0,0,0,.0210247114,.0210247114,.0630741343,.0420494229,.0630741343,.0210247114,.0420494229,.0210247114,.0630741343,.0420494229,.0420494229,0,0,0,0,0,.0210247114,.0420494229,.0630741343,.0630741343,.0420494229,.1051235572,.1261482686,.1261482686,.0420494229,.0420494229,.0840988457,.1261482686,.0840988457,.0420494229,.0210247114,.1051235572,.1051235572,.1471729726,.0630741343,.0840988457,.0420494229,.0420494229,.0420494229,.0630741343,.0840988457,.1051235572,.0840988457,.0630741343,.0210247114,.0210247114,.0630741343,.0630741343,.0420494229,.0420494229,.0840988457,.0840988457,.1051235572,.0630741343,.1261482686,.0840988457,.1681976914,.1051235572,.1681976914,.2102471143,.2733212411,.2522965372,.1892223954
Sudan,SDN,Africa,Northern Africa,,.,.,.,Africa,https://www.countryflags.io/sd/flat/64.png,41801533,41.80153275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0079741897,.0079741897,.0079741897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0079741897,.0079741897,.0079741897,0,0,0,0,0,0,0,0,0,0,0,.0159483794,.0239225682,.0239225682,.0079741897,.0079741897,.0398709476,.0398709476,.0478451364,.0159483794,.0239225682,.0318967588,.0318967588,.0318967588,.0398709476,.0478451364,.0637935176,.0558193251,.0717677027,.0877160802,.1036644578,.0797418952,.0398709476,.0318967588,.0637935176,.0877160802,.1116386503,.1196128353,.1435354054,.1196128353,.1275870353,.1594837904,.1275870353,.0877160802,.0558193251,.0558193251,.1116386503,.1116386503,.1116386503,.1275870353,.2073289156,.2790966332,.350864321,.2631482482,.1913805455,.2392256707,.199354738,.5023739338,.5342707038,.7256512046,.518322289,.3588385284,.2232773006,.2790966332,.3189675808,.3588385284,.2073289156,.199354738,.2392256707,.334915936,.3269417584,.350864321,.366812706,.366812706,.2790966332,.2392256707,.2232773006,.1515095979,.1196128353
Saudi Arabia,SAU,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/sa/flat/64.png,33699947,33.69994736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.009891212,.019782424,.029673636,.019782424,.019782424,.0494560599,.0494560599,.0593472719,.0791296959,.1285857558,.1483681798,.1285857558,.1285857558,.1285857558,.1186945438,.0692384839,.0593472719,.0593472719,.1088033319,.1483681798,.1780418158,.2077154517,.1978242397,.1780418158,.1384769678,.1285857558,.1384769678,.1582593918,.1681506038,.1681506038,.1780418158,.1780418158,.2176066637,.1780418158,.1681506038,.1582593918,.1780418158,.1780418158,.1681506038,.1879330277,.2176066637,.2176066637,.2373890877,.2472803146,.2769539356,.2868451476,.2967363596,.2670627236,.2571715117,.2472803146,.2670627236,.2769539356,.2769539356,.2868451476,.2868451476,.2769539356,.2670627236,.2670627236,.3066275716,.3461924195,.3956484795,.3857572675,.3461924195,.3165187836,.3461924195,.4154309034,.4648869634,.5440166593,.6132551432,.6627112031,.6824936271,.751732111,.8506442308,.9198827147,.9594475627,.9990124702,1.028686047,1.058359742,1.058359742,1.09792459,1.088033319,1.117707014,1.137489438,1.167163014,1.186945438,1.177054286,1.266075134,1.290803194
Rwanda,RWA,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/rw/flat/64.png,12301939,12.30193901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0270959996,.0270959996,.0270959996,.0270959996,.0270959996,.0270959996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russia,RUS,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/ru/flat/64.png,144478050,144.4780426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0023071556,.0023071556,.0023071556,0,0,0,.0046143113,.0046143113,.0069214669,.0023071556,.0115357786,.0115357786,.0299930237,.0369144902,.0484502688,.0392216444,.0438359566,.0346073359,.0299930237,.0346073359,.0415288024,.0669075176,.0830576047,.0992076918,.1245864034,.1245864034,.1476579607,.1568865776,.1938010752,.2376370281,.2653228939,.2976230681,.3045445383,.3299232721,.3506876528,.3460733593,.3668377399,.3876021504,.442973882,.4129808545,.4291309416,.519110024,.6436964273,.6967610121,.5767889023,.4775812328,.4314381182,.5283386707,.5929390192,.6206248999,.6275463104,.6690751314,.6690751314,.6598465443,.6667680144,.6852252483,.6829180717,.6967610121,.7498255968,.7521327734,.7013753057,.6921467185,.7867400646,.8697977066,.9505481124,.9597767591,1.019762754,.8859477639,.9666982293,.9851554632,1.174342275,1.308157206,1.35430038,1.271242738,1.095898986,1.098206043,1.188185215,1.215870976,1.1281991,1.174342275,1.095898986,1.022069931,.9620839357,1.151270628,1.289700031,1.317385912,1.082056046,.9597767591,.86749053,1.049755812,1.222792506,1.312771559,1.301235795
Romania,ROU,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/ro/flat/64.png,19466145,19.46614456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0513712391,.1198662296,.1883612126,.2397324592,.2739799619,.2568562031,.3424749374,.3424749374,.6678261161,.7705686092,.8390635848,.8561873436,.8733111024,.9246823192,.6164548993,.7363210917,.8733111024,1.181538582,1.232909799,1.250033498,1.21578598,1.164414763,1.044548512,1.027424812,.9589298368,1.044548512,1.027424812,.8390635848,1.010301113,1.147291064,1.318528533,1.250033498,1.147291064,1.181538582,1.318528533,1.267157316,1.267157316,1.06167233,1.267157316,1.301404715,1.387023449,1.335652232,1.250033498,1.267157316,1.198662281,1.267157316,1.198662281,1.404147267,1.284281015,1.250033498,1.010301113,1.078796029,1.284281015,1.21578598,1.164414763,.9931772947,.9246823192,.8561873436,.7363210917,.6849498749,.6164548993,.4965886474,.4965886474,.4965886474,.6678261161,.6849498749,.7191973925,.5137124062,.5479599237,.5479599237,.530836165,.4794649184,.4965886474,.5137124062,.4965886474,.4794649184,.4452174306,.4794649184,.393846184,.5479599237,.4623411596,.5137124062,.4452174306,.5822073817,.7020736337,.8048161268,.7363210917,.7020736337,.787692368,.9246823192
Qatar,QAT,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/qa/flat/64.png,2781677,2.781677008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.119831793,.119831793,.119831793,.119831793,.119831793,.239663586,.119831793,.119831793,.119831793,.119831793,.3594953716,.239663586,.239663586,0,0,.119831793,.119831793,.119831793,0,0,0,.119831793,.119831793,.239663586,.119831793,.239663586,.119831793,.119831793,0,0,0,0,0,0,.239663586,.239663586,.239663586,0,0,0,0,0,.119831793,.239663586,.239663586,.119831793,0,0,0,.119831793,.119831793,.119831793,0,.119831793,.239663586,.479327172,.5991589427,.7189907432,.8388225436,.8388225436,.8388225436,.8388225436,.9586543441,.7189907432,.5991589427,.479327172,.8388225436,.8388225436,.5991589427,.7189907432,.7189907432,1.078486085,.9586543441,1.318149686,1.437981486,1.437981486,.9586543441,.479327172,.479327172,.7189907432,1.198317885,1.078486085,1.198317885,1.078486085
French Polynesia,PYF,Oceania,Polynesia,,.,.,.,Oceania,https://www.countryflags.io/pf/flat/64.png,277679,.2776789963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palestine,PSE,Asia,Western Asia,,.,.,.,,,4569087,4.569087029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0729540363,.0729540363,.0729540363,0,0,0,0,0,0,0,0,0,0,0,0,.0729540363,.0729540363,.0729540363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0729540363,.0729540363,.0729540363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paraguay,PRY,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/py/flat/64.png,6956071,6.9560709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0479197726,.0479197726,.0479197726,.0479197726,.0958395451,.0958395451,.0479197726,0,0,0,0,0,0,0,0,0,.0958395451,.0958395451,.0958395451,0,.0479197726,.0479197726,.0479197726,0,.0479197726,.0958395451,.0958395451,.0479197726,0,0,0,0,.0479197726,.0479197726,.0479197726,0,0,0,0,0,.0479197726,.0479197726,.0479197726,0,0,0,0,0,0,0,0,0,0,.0479197726,.0479197726,.0479197726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0479197726,.0958395451,.0958395451,.0479197726,0
Portugal,PRT,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/pt/flat/64.png,10283822,10.28382206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0324133709,.0648267418,.0972401127,.1620668471,.3241336942,.3565470874,.551027298,.6806807518,.9399877191,1.199294686,1.393774867,1.847562075,1.912388802,2.074455738,1.944802165,2.204109192,2.236522675,2.787549734,2.560656309,2.787549734,2.106868982,2.560656309,2.75513649,3.176510334,2.917203426,2.917203426,3.079270124,3.241337061,3.144096851,3.079270124,3.04685688,2.917203426,2.852376699,2.75513649,2.528242826,2.431002855,2.301349401,2.75513649,2.982030153,3.079270124,2.690309763,2.398589373,2.204109192,2.268935919,1.977215648,1.912388802,1.62066853,1.750321984,1.815148711,1.653081894,1.491015077,1.361361504,1.296534777,1.199294686,.9724010825,.9724010825,1.199294686,1.296534777,1.296534777,.8751609921,.9075743556,1.102054596,1.32894814,1.42618835,1.458601713,1.491015077,1.361361504,1.264121413,1.264121413,1.32894814,1.296534777,1.296534777,1.264121413,1.32894814,1.296534777,1.32894814,1.32894814,1.296534777,1.199294686,1.004814506,.9399877191,.8751609921,.7779209018,.6482673883,.5834406614,.5834406614,.6158540249,.4213738143,.4862005413,.4213738143,.4862005413,.3241336942,.1944802254,.1296534836,.0972401127
Poland,POL,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/pl/flat/64.png,37974750,37.97475052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0087777618,.0175555237,.0263332874,.0175555237,.0175555237,.0175555237,.0175555237,.0087777618,0,0,.0175555237,.0263332874,.043888811,.0614443347,.0702220947,.0526665747,.0351110473,.0526665747,.1316664368,.1316664368,.1843330115,.2282218188,.3335549533,.3159994483,.3247772157,.3159994483,.4388881028,.5705545545,.5881100893,.4564436376,.4301103652,.5091102123,.5617767572,.4827769399,.4739991724,.6056656241,.6056656241,.5354434848,.4037770629,.4213325977,.4739991724,.5793322921,.6495544314,.816331923,.8602207303,.7109987736,.5968878269,.6319988966,.7812208533,.7197765112,.4827769399,.3511104882,.2984439135,.4125548303,.4564436376,.4827769399,.5003324747,.5266657472,.4564436376,.3949992955,.3072216809,.4739991724,.5354434848,.6319988966,.5968878269,.4739991724,.368666023,.2545551062,.289666146,.3247772157,.3159994483,.2984439135,.272110641,.2106662989,.2194440514,.272110641,.2808883786,.272110641,.2369995862,.289666146,.2282218188,.2018885314,.272110641,.4476658702,.3774437904,.3949992955,.3335549533,.3511104882,.2545551062,.2633328736,.4301103652,.4301103652,.3423327208,.272110641,.2808883786,.2984439135,.3072216809,.3423327208,.5266657472,.5793322921
Papua New Guinea,PNG,Oceania,Melanesia,,.,.,.,Oceania,https://www.countryflags.io/pg/flat/64.png,8606316,8.606315613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
