Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020
Greece,GRC,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/gr/flat/64.png,10731726,10.73172569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.106493324,.106493324,.106493324,.106493324,.106493324,.106493324,.2529216409,.1464283168,.1464283168,.1464283168,.2795449793,.372726649,.372726649,.4392849505,.4392849505,.4392849505,.4392849505,.3061683178,.2129866481,.3327916265,.3461033106,.3461033106,.3461033106,2.888631344,2.888631344,2.888631344,2.768826485,2.542528152,2.542528152,2.542528152,0,0,0,0,0,0,0,0,4.099992752,4.099992752,4.099992752,4.099992752,4.099992752,4.099992752,4.099992752,0,0,10.60939789,10.60939789,10.60939789,10.60939789,10.60939789,10.60939789,10.60939789,0,0,0,0
Equatorial Guinea,GNQ,Africa,Sub-Saharan Africa,Middle Africa,.,.,.,Africa,https://www.countryflags.io/gq/flat/64.png,1308974,1.308974028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1091367304,.1091367304,.1091367304,.1091367304,.1091367304,.1091367304,.3274101913,.2182734609,.2182734609,.2182734609,.2182734609,.2182734609,.2182734609,.1091367304,.1091367304,.1091367304,.1091367304,.1091367304,.1091367304,.1091367304,.3274101913,.3274101913,.3274101913,.3274101913,.3274101913,.3274101913,.4365469217,.2182734609,.2182734609,.2182734609,.2182734609,.2182734609,.2182734609,.1091367304,.4365469217,.4365469217,.4365469217,.4365469217,.4365469217,.4365469217,.4365469217
Guinea-Bissau,GNB,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/gw/flat/64.png,1874309,1.874308944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2286556959,.2286556959,.2286556959,.2286556959,.2286556959,.2286556959,.2286556959,0,1.14327848,1.14327848,1.219497085,1.219497085,1.219497085,1.219497085,1.219497085,.0762185678,.0762185678,.3810928464,.4573113918,.4573113918,.4573113918,.5335299969
Gambia,GMB,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/gm/flat/64.png,2280102,2.280102015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1253076792,.1253076792,.1253076792,.1253076792,.1253076792,.1253076792,.1253076792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3759230375,.3759230375,.3759230375,.3759230375,.3759230375,.3759230375,.3759230375,.0626538396,.0626538396,.0626538396,.0626538396,.0626538396,.0626538396,.0626538396,0,0
Guinea,GIN,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/gn/flat/64.png,12414318,12.41431808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0230148993,.0575372502,.0575372502,.0575372502,.0575372502,.0575372502,.126581952,.149596855,.1380894035,.1380894035,.1380894035,.2991937101,.2991937101,.4372830987,.5063278079,.552357614,.8055214882,1.208282232,1.104715228,1.530490875,1.392401457,1.518983364,1.645565271,1.392401457,1.426923752,1.634057879,1.714609981,1.829684496,1.737624884,2.266967535,2.266967535,2.347519875,2.635205984,3.268115759,3.452234983,3.693891287,3.371682882,3.555802107
Ghana,GHA,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/gh/flat/64.png,29767108,29.76710892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0047991606,.0095983213,.0095983213,.0095983213,.0095983213,.1487739831,.1487739831,.1439748257,.1391756684,.1391756684,.1391756684,.1391756684,0,.0143974824,-.1343764961,-.1295773387,-.1295773387,-.1295773387,-.1295773387,-.067188248,-.0815857351,.3839328587,.3791337013,.455920279,.455920279,.455920279,.3935311735,.3935311735,.0767865703,.2447572052,.1679706275,.2687529922,.2687529922,.4271253049,.4271253049,.5423051715,.3743345439,.455920279,.3551379144,.6670833826,.50871104,.50871104,.4367236495,.5327068567,.7150749564,.7150749564
Georgia,GEO,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/ge/flat/64.png,3726549,3.72654891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0383349694,.0383349694,.0383349694,.0383349694,.0383349694,.0383349694,.115004912,.0766699389,.3066797554,.3450147212,.3833497167,.4983546138,.4983546138,.5750245452,.6516944766,.4600196481,.4983546138,.5750245452,.5366895795,.8433693647,.6900294423,.7283644676,.9583742619,1.035044193,.9583742619,.9967092276,.9200392962,1.188384056,1.111714125,.8817043304,.805034399,.9583742619,.9583742619,.9967092276,.9967092276,1.035044193,1.073379159,1.380058885,1.341723919,2.03175354,2.03175354,2.146758318,2.338433266,2.721782923,2.721782923,2.798452854,2.875122786,2.606777906,2.836787939,2.56844306,2.760117769,3.488482237,3.488482237,3.10513258,3.45014739,3.296807528
United Kingdom,GBR,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/gb/flat/64.png,66460344,66.46034241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0021495095,.0021495095,.0021495095,.0021495095,.017196076,.017196076,.017196076,.0150465667,.0150465667,.0150465667,.0150465667,0,0,0,0,0,0,0,0,0,0,0,0,0,.0214950964,.0214950964,.0214950964,.0214950964,.0214950964,.0214950964,.0214950964,0,0,.004299019,.0730833262,.1010269523,.1010269523,.1010269523,.1010269523,.1010269523,.09672793,.1784092933,.1504656672,.1504656672,.1504656672,.1504656672,.1504656672,.1504656672,0,0,0,0,0,0,0,0,0,0,.4492475092,.4492475092,.4492475092,-.2901837826,-.2901837826,-.2901837826,-.2901837826,-.7394313216,-.7394313216,-.7394313216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,GAB,Africa,Sub-Saharan Africa,Middle Africa,.,.,.,Africa,https://www.countryflags.io/ga/flat/64.png,2119275,2.119275093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0674084947,.0674084947,.0674084947,.0674084947,.0674084947,.0674084947,.0674084947,0,0,0,0,0,.2022254765,.2022254765,.404450953,.404450953,.404450953,.404450953,1.011127472,1.348169923,1.348169923,1.280761361,1.55039537,1.55039537,2.426705837,2.494114399,2.898565292,2.898565292,2.763748169,3.707467079,3.707467079,3.370424747,2.696339846,1.752620816,2.898565292,2.898565292,1.685212374,1.685212374
France,FRA,Europe,Western Europe,,.,.,.,Europe,https://www.countryflags.io/fr/flat/64.png,66977107,66.97710419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0042658499,.0042658499,.0042658499,.0085316999,.0085316999,.0085316999,.0085316999,.0042658499,.0042658499,.0042658499,0,0,0,.0149304755,.0149304755,.0149304755,.0149304755,.0170633998,.0170633998,.0170633998,.002132925,.002132925,.002132925,.002132925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.666840076,4.666840076,6.891480923,8.292812347,10.52811813,12.13207722,12.13207722,10.66889095,12.21526146,13.22626781,15.00299454,15.95427895,17.72034073,20.77042389,19.15579987,19.88525963,21.10102654,22.01178551,22.98866653,23.30007362,23.36192894,23.46857452,22.32745934,19.56958771,19.59305,19.39042091,18.98729897,19.17073059,18.74201202,19.33283234,21.39537048,20.36516762,19.44587708,18.94250679,17.99548912,17.38760567,16.9588871,15.89882374,15.67699909,15.26747704,14.04531097,12.6589098,12.47334576,12.16833782,12.38376236,12.12354565,11.73961926,11.66709995,10.95256996,10.85445595
Fiji,FJI,Oceania,Melanesia,,.,.,.,Oceania,https://www.countryflags.io/fj/flat/64.png,883483,.8834829926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.4850930274,.4850930274,1.293581367,1.293581367,1.616976738,1.616976738,1.940372109,1.455278993,1.455278993,.6467906833,.6467906833,.3233953416,.6467906833,.3233953416,.3233953416,.3233953416,.3233953416,.3233953416,.3233953416,0,0
Finland,FIN,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/fi/flat/64.png,5515525,5.515524864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0259009153,.0259009153,.0259009153,.0259009153,.0259009153,.0259009153,.0259009153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2331082374,.2331082374,.2331082374,.2331082374,.2331082374,.2331082374,.2331082374,0,0,0,0,0,0,0,0,0,0,0,7.511265278,7.511265278,7.511265278,7.511265278,7.511265278,7.511265278,7.511265278,0,0,0,0,0,0,0,36.26128006,36.26128006,36.26128006,36.26128006,44.03155518,44.03155518,44.03155518,7.770274639,20.72073174,20.72073174,20.72073174,12.95045757,20.72073174,20.72073174,25.90091515,12.95045757,12.95045757,12.95045757,25.90091515,18.13064003,18.13064003,12.95045757,25.90091515,25.90091515,25.90091515
Ethiopia,ETH,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/et/flat/64.png,109224559,109.224556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0052316859,.0052316859,0,0,0,0,.0013079215,-.0039237645,0,.002615843,.002615843,.0039237645,.0039237645,.0039237645,.0039237645,0,.002615843,.002615843,.0013079215,.0013079215,.0078475289,.0078475289,.0130792148,.0130792148,.0143871363,.0143871363,.0143871363,.0078475289,.0078475289,.002615843,.002615843,.0078475289,.0078475289,.0130792148,.0170029793,.0326980352,.0444693305,.0444693305,.048393093,.0497010164,.053624779,.0523168594,.0444693305,.0326980352,.053624779,.0457772501,.0444693305,.0379297212,.0366218016,.0313901156
Estonia,EST,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/ee/flat/64.png,1321977,1.321977019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1080632582,.1080632582,.1080632582,.1080632582,.1080632582,.1080632582,.1080632582,.1080632582,.1080632582,.6483795643,.7564427853,.7564427853,1.080632567,2.053201914,1.945138574,1.945138574,2.053201914,2.701581478,3.998340607,3.998340607,4.214467049,4.538656712,4.538656712,4.646719933,4.214467049,4.106403828,4.862846375,3.674150705,3.890277147,4.32253027,4.970910072,4.862846375,5.403162956,5.619289398,7.456364632,7.132174969,6.807985306,5.83541584,7.24023819,6.375732422,6.591858864,7.132174969,7.456364632,7.348301411,7.672491074,5.619289398,6.159605503,5.078973293,3.025771141,2.809644699,2.809644699,2.269328356,3.025771141,2.593518257,48.7365303,53.05905914,53.05905914
Spain,ESP,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/es/flat/64.png,46796540,46.79653931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0061054574,.0061054574,.0061054574,.0061054574,.0061054574,.0061054574,.0061054574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0854764059,.0854764059,.0915818661,.0915818661,.5525439382,.5525439382,.5830711722,1.486678958,1.486678958,1.520258904,3.040517807,2.741350412,2.820721388,4.258556843,4.908787727,6.282516003,6.242830276,8.443847656,13.08399582,18.03552246,23.71665001,31.01572418,37.0418129,43.36401367,47.21044922,52.75115204,60.22423172,64.58352661,66.9585495,71.34532166,72.21840668,73.10980225,77.45993805,77.6064682,76.79138947,75.98242188,74.21488953,74.15077972,74.1690979,69.6999054,69.08935547,58.39564896,47.89120865,45.6871376,48.41627884,45.82146072,45.98020172,44.12108994,53.59981155,63.83561325,64.15309906,61.9337616,61.15836716,70.31044769,69.60221863,60.12349319,65.75577545,62.6725235,62.48325348,63.9180336,52.06428909,50.25096893,58.30101395,50.99278259,52.70230865
Eritrea,ERI,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/er/flat/64.png,3213972,3.213972092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.133346349,.133346349,.133346349,.266692698,.266692698,.266692698,.4889366031,.4444878101,.4444878101,.4444878101,.5778341293,.5778341293,.8889756203,.6667317152,.5778341293,.5778341293,.5778341293,.4889366031,.4889366031,.177795127,.4889366031,.4889366031,.4889366031
Egypt,EGY,Africa,Northern Africa,,.,.,.,Africa,https://www.countryflags.io/eg/flat/64.png,98423595,98.42359161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0014514523,.0014514523,.0014514523,.0014514523,.0014514523,.0014514523,.0014514523,0,0,0,0,0,.037737757,.037737757,.037737757,.037737757,.0290290453,.037737757,.0449950211,.0072572613,.0072572613,.0174174272,.0203203317,.0508008301,.0420921147,.0696697086,.0914414898,.1016016603,.1117618233,.116116181,.1103103682,.1364365071,.1117618233,.1219219863,.1436937749,.1451452225,.1741742641,.1669170111,.1582082957,.1727228165,.1828829795,.2133634835,.2438439727,.2685186565,.4963966608,.4789792299,.4543045461,.4122124314,.3599601686,.3802804947,.3991493583,.2075576782,.3367369175,.4078580737,.5022024512,.5921925306,.6226730347,.5994497538,.6444448233,.6023526788,.6299302578,.5805808902,.5471975207,.5588091016,.5921925306,.5602605939,.5747750998,.6183186769,.6966970563,.7344348431,.703954339,.6966970563,.7445949912
Ecuador,ECU,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/ec/flat/64.png,17084357,17.08435631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0250856057,.0250856057,.0250856057,.0250856057,.0250856057,.0250856057,.0250856057,0,0,0,.4264552891,.4599027634,.5184358358,.5184358358,.8111012578,.8111012578,.8111012578,.3846459687,.6856732368,2.291152,2.533646107,2.600541115,3.35310936,4.155848503,4.983673573,5.351595879,4.172572613,3.930078268,4.992035389,4.682646275,4.62411356,4.272914886,4.03042078,4.097315788,4.415066719,2.99354887,2.550369978,3.403280497,2.9266541,2.466751337,1.923229814,4.573942184,6.405191422,16.17185402,15.68686581,15.68686581,15.68686581,15.67850399,12.71004009,10.87879086,1.112128496
Algeria,DZA,Africa,Northern Africa,,.,.,.,Africa,https://www.countryflags.io/dz/flat/64.png,42228429,42.22842789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.027063692,.027063692,.0405955389,.0405955389,.0405955389,.0405955389,.0405955389,.0811910778,.0811910778,.067659229,.1792969555,.1792969555,.0405955389,.1792969555,-.0101488847,-.0101488847,-.0033829615,-.1150206923,-.0947229192,.0744251534,-.013531846,.108254768,.1116377264,.1995947212,.1995947212,.1792969555,.2266584188,.5954012275,.9675269723,1.160355806,1.251695752,1.694863677,1.728693247,1.95535171,1.593374848,1.474971175,1.49188602,1.468205214,1.542630434,1.684714794,1.559545279,1.677948833,1.935053945,1.901224375,1.979032397,1.559545279,1.552779317,1.688097715,1.684714794,1.434375644,1.397163033,1.329503894,1.447907448,1.488502979,1.407311916,1.674565911,1.840331078,2.185393095,2.280116081,2.510157347
Dominican Republic,DOM,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/do/flat/64.png,10627165,10.62716484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0403279178,.0403279178,.0403279178,.0403279178,.0403279178,.0403279178,.053770557,.0268852785,.0806558356,.1747543067,.1747543067,.1747543067,.1881969422,.3898365498,.4167218208,.5511482358,.8603289127,1.102296472,1.236722827,1.532460928,1.599674106,1.693772554,2.123936892,1.814756274,2.285248756,2.742298365,3.118692398,3.548856735,4.046234608,5.014104366,4.920005798,6.654106617,6.855745792,7.353123665,7.756402969,9.436732292,8.697387695,9.678700447,8.388206482,8.858698845,9.356077194,10.45837307,9.947552681,9.840011597,10.25673389,12.08493233,14.82723141,15.55313396
Denmark,DNK,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/dk/flat/64.png,5793636,5.793635845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0246575978,.0246575978,.0246575978,.0246575978,.0246575978,.0246575978,.0246575978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.01923561,26.82746696,29.39185715,31.61104012,32.69597626,33.9535141,36.73982239,17.92607307,15.95346546,14.30140686,16.56990623,19.62744713,21.13156128,25.24938011,27.78911209,31.73432922,39.84667969,46.6521759,49.7590332,51.21382904,53.87685013,57.67412186,58.21658707,52.6932869,44.92614365,41.03024292,40.61106491,35.03844833,31.53706741,28.65212822,29.66308975,30.08226967,29.14528084,27.8384285,28.97267723,27.78911209,28.72610092,29.53980255,29.68774796,30.32884598
Djibouti,DJI,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/dj/flat/64.png,958920,.958920002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.191816926,1.191816926,1.340794086,1.340794086,1.340794086,3.724428177,3.724428177,4.171359539,4.171359539,4.022382259,4.767267704,6.554993629,6.852947712,7.150901794,5.959084988,5.959084988,9.832489967,9.087604523,8.789649963,16.68543816,26.66690445,37.84019089,44.24620438,46.03393173,55.86642075,57.50516891,61.97448349,58.10107803,50.95017624,46.62984085,40.96870804,35.15859985,36.79734802,23.24043083,23.38940811,22.64452171,22.0486145,23.98531723
Germany,DEU,Europe,Western Europe,,.,.,.,Europe,https://www.countryflags.io/de/flat/64.png,82905782,82.90578461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0017231264,.0017231264,.0017231264,.0017231264,.0017231264,.0206775162,.0206775162,.0189543907,.0224006418,.0224006418,.0224006418,.0224006418,.0034462528,.0051693791,.0068925056,.0034462528,.0034462528,.0034462528,.0034462528,.0034462528,.0017231264,0,.0017231264,.0034462528,.0034462528,.0034462528,.0034462528,.0155081376,.0155081376,.0499706641,.0482475385,.0482475385,.0844331905,.0844331905,.1378501058,.1516351253,.2308989316,.322224617,.3790878057,.3429021537,5.472649097,5.93100071,9.580582619,11.16241264,14.21234608,15.41336536,22.80385399,22.15423584,26.11053467,28.89165878,30.87325478,30.87670135,33.58200836,26.19152069,34.42978668,47.55828857,51.63692856,50.55308151,53.41691589,54.45079422,61.34329987,55.34509659,45.31822205,42.37684631,50.31701279,48.24753952,47.73059845,46.86903763,46.52441025,46.17978668,45.31822205,45.98334885,42.04428482,41.35503387,39.6319046,38.25340652,36.18565369,34.80715179,29.46545982,33.08402634,32.05015182,31.36089897,30.49933624,33.60096359,31.36089897,25.50226974,24.64070702,23.77914429
Czech Republic,CZE,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/cz/flat/64.png,10629928,10.62992764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0403174348,.0403174348,.0403174348,.0403174348,.0537565798,.0806348696,.0806348696,.0403174348,.0940740183,.0940740183,.0940740183,.0940740183,.0671957284,.0671957284,.255343765,.470370084,.6853964329,.7660312653,.8197878599,.9004227519,1.142327309,1.290157914,1.706771493,2.311532974,3.144760132,3.68232584,4.475235462,4.945605278,5.348779678,6.316398144,7.875339031,9.017666817,11.12761211,10.96634293,11.20824718,13.97671127,14.93089008,15.72379971,15.85819149,16.08665657,16.47639275,16.75861359,17.02739716,16.05977821,15.03840351,15.61628723,13.45258427,13.54665852,14.00358963,13.18380165,14.21861553,14.74274254,14.20517635,13.99015045,13.25099754,11.92052174
Cyprus,CYP,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/cy/flat/64.png,1189265,1.189265013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3603666425,.3603666425,.3603666425,.3603666425,.4804888368,1.801833153,1.801833153,1.44146657,2.28232193,2.402444124,3.003055334,2.88293314,1.561588764,2.162199736,2.642688751,2.762810946,2.88293314,2.88293314,3.003055334,3.603666306,3.363421917,3.363421917,2.402444124,2.162199736,1.561588764,2.88293314,2.28232193,2.162199736,1.921955347,1.921955347,3.964032888,3.964032888,2.522566319,2.522566319,8.288432121,8.04818821,8.04818821,6.006110668,6.006110668,23.78419685,23.78419685,17.77808762,17.77808762,17.77808762,17.77808762,17.77808762,12.49271011,12.49271011,12.61283207,12.61283207
Cuba,CUB,Americas,Latin America and the Caribbean,Caribbean,1,.,.,Americas,https://www.countryflags.io/cu/flat/64.png,11338138,11.33813763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0125997011,.0125997011,.0125997011,.0503988042,.0503988042,.0503988042,.0503988042,.0881979093,.1385967135,.1511964053,.1385967135,.1385967135,.1385967135,.1763958186,.239394322,.1889955103,.1889955103,.4535892308,.7811814547,.9701769948,1.297769189,1.322968602,1.562362909,1.801757216,1.776557803,1.889955163,2.05375123,2.066350937,2.230147123,2.393943071,2.444341898,2.822333097,2.645937204,3.099526405,3.023928165,3.351520538,3.477517366,3.981505394,3.754710913,4.132701874,4.10750246,4.422494888,4.775286674,4.838284969,4.40989542,4.586291313,4.724887848,4.611490726
Costa Rica,CRI,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/cr/flat/64.png,4999441,4.999441147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0571492463,.0571492463,.0571492463,.0571492463,.0571492463,.0571492463,.0857238695,.0285746232,.0285746232,.0571492463,.0571492463,.0571492463,.1142984927,.2285969853,.2857462168,.3714700937,.4000447094,.5714924335,.7143655419,.685790956,.8858132958,1.028686404,1.142984867,1.25728333,1.200134158,1.085835695,1.25728333,1.314432621,1.371581912,1.600178838,1.771626592,2.400268316,3.228932381,3.486104012,3.657551765,4.143320084,4.343342781,4.657663345,4.457641125,4.08617115,4.057596207,3.971872568,3.714700937,3.486104012,3.200357676,3.057484627,3.000335455,3.057484627,3.028909922,3.086059332,3.286081553
Cabo Verde,CPV,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/cv/flat/64.png,543767,.5437669754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2627175748,.2627175748,.2627175748,.2627175748,.2627175748,.2627175748,.2627175748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2627175748,.2627175748,.7881527543,4.466198921,4.466198921,8.406962395,9.45783329,9.195115089,9.45783329,8.932397842,6.830657005,9.983267784,6.042504311
Comoros,COM,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/km/flat/64.png,832322,.8323220015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
