Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020
Congo (Kinshasa),COD,Africa,Sub-Saharan Africa,Middle Africa,.,.,.,Africa,https://www.countryflags.io/cd/flat/64.png,84068091,84.06809235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0023790239,.0023790239,.0023790239,.0023790239,.0023790239,.0035685359,.0035685359,.0035685359,.0035685359,.0035685359,.0035685359,.0083265835,.0083265835,.0083265835,.0130846314,.0154636549,.0154636549,.0166531671,.0202217028,.0214112159,.0214112159,.0190321915,.0202217028,.0202217028,.0166531671,.0226007272,.0344958454,.0356853567,.0333063342,.0333063342,.0321168229,.0297377985,.0356853567,.0392538942,.0547175482,.0475804769,.0356853567,.0333063342,.038064383,.0487699881,.0499595031,.0630441308,.0880238861,.0844553486,.0749392509,.0785077885,.0844553486,.0868343711,.0915924162,.1451204568,.2117331326,.1986484975,.1689106971,.1903219074,.1974589825,.1927009374,.1974589825,.1950799525,.1903219074,.1486889869,.0832658336
Cameroon,CMR,Africa,Sub-Saharan Africa,Middle Africa,.,.,.,Africa,https://www.countryflags.io/cm/flat/64.png,25216237,25.21623611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0079313982,.0079313982,.0079313982,.0079313982,.0198284946,.0198284946,.0198284946,.0396569893,.0396569893,.067416884,.0594854839,.0594854839,.0594854839,.1625936478,.2181134373,.2181134373,.368809998,.3489814997,.3489814997,.3212216198,.4481239617,.5869234204,.5829577446,.479849577,.4639867842,.971596241,.8208996654,.9160764217,1.185743928,2.260448456,2.133546114,2.109751701,2.466664791,2.54201293,2.92668581,2.494424582,2.494424582,2.399247885,2.204928637,1.130224228,1.130224228,1.015218973,.848659575,.7812426686,.345015794,1.181778312,2.105786085,2.339762449,2.264414072,2.339762449,2.379419327,2.434939146,2.248551369,2.240619898,2.240619898,1.328509092,.5155408382,1.126258492,1.181778312,1.106430054,1.237298012,1.181778312,1.701284885
Cote d'Ivoire,CIV,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/ci/flat/64.png,25069229,25.06922913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0039889538,.0039889538,.0039889538,.0039889538,.0039889538,.0039889538,.0039889538,.0079779075,.0119668618,.0119668618,.0079779075,.0079779075,.0119668618,.0199447703,.0239337236,.0319116302,.0558453538,.0678122193,.0877569839,.1356244385,.1515802443,.1515802443,.1755139679,.1834918857,.1795029342,.19545874,.2792267799,.2792267799,.3550168872,.3071494401,.4188401699,.6063209772,.761890173,.8297024369,.8297024369,.9772937298,.8975146413,1.077017546,1.216630936,1.216630936,1.28444314,1.220619917,1.140840769,1.184719324,1.252531528,1.1727525,1.244553685,1.1727525,1.092973351,1.124884963,1.009205341,.9693158269,.9134704471,.8456582427,.8775698543,.8815588355,.7898128629,.9932495356,.9453820586,.961337924,1.06106174,1.045105934,1.140840769,1.120896101,1.152807713,1.124884963,1.300398946,1.140840769,1.152807713,1.25652051,1.192697167
China,CHN,Asia,Eastern Asia,,.,.,.,Asia,https://www.countryflags.io/cn/flat/64.png,1392730000,1392.72998,.0177349523,.0310900174,.041501224,.0577283464,.0765403211,.1018862277,.1362791061,.1777803302,.2214356065,.2659524977,.3131260276,.3316507936,.4023033977,.5122314095,.5875510573,.6661736369,.7512583137,.8336145878,.91496557,1.012112856,1.01010251,1.264925718,1.218470216,1.223352671,1.319566607,1.387849808,1.469631553,1.588462949,1.677137733,1.73386085,1.877607346,1.777157068,1.925283432,1.958527565,1.886079907,1.827705383,1.756119251,1.613737106,1.497849584,1.398835421,1.295800328,1.202386737,1.124338508,1.057276011,1.002778769,.9520151019,.8879682422,.8423025608,.7959188223,.7333079576,.679313302,.6187847257,.5471268892,.4850904346,.4502667487,.4252080619,.3837786317,.3623818159,.3343792558,.3122644126,.2902931571,.2693271637,.2498689592,.2278259248,.2172711194,.1859657019,.1658612937,.1425258368,.1260832995,.1138052642,.1056917012,.0998757854,.0918340236,.0900389925,.0792687759,.0783353597,.0101958029,.0033746671,.0007898157,-.0033028657,-.0056005111,-.0068211355,-.00402088,-.0065339301,-.0097649945,-.0089033768,.0590207726,.0580155514,.0562923178,.0558615103,.0555743054,.0520560332,.0503327996,.0490403734,.0499019921,.0468145311,.0432962589,.0409986153,.0468863323,.0462401174,.04487589,.0456657074,.0403524004,.0336748697,.0295103863,.0261357203,.0236226693,.0227610525,.0131396614,.0102676041,.00804176,.0078981565,.0063903271,.005887717,.0050979014,.0046670926
Chile,CHL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/cl/flat/64.png,18729160,18.72916031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0320356041,.0320356041,.0427141413,.0427141413,.0907675475,.1174638867,.1174638867,.2295885086,.3256953359,.4004450738,.8008901477,.8008901477,1.206674457,1.745940566,2.189099789,2.701669455,3.182203531,3.657398462,4.468966961,5.552838326,5.969301224,7.555063725,8.703006744,9.204897881,10.35817909,11.30856895,12.38176155,13.72725677,14.53882599,15.590662,16.35951614,16.57842636,16.57842636,17.76374435,18.35106277,19.65384483,20.33727074,19.88877296,19.78732681,19.62180901,19.85673714,20.8445015,21.61869431,22.35017395,22.62247658,21.82692528,21.16485786,22.23805046,23.1564045,23.75974083,24.61402321,24.19756126,24.49122047,24.30968475,25.75662804,27.97776222,31.52303696,36.44050217,40.30613327,42.7408371,47.1991272,50.14640045,55.45897293,59.89056396,62.36798477,66.70346832,67.74462891,68.88188934
Switzerland,CHE,Europe,Western Europe,,.,.,.,Europe,https://www.countryflags.io/ch/flat/64.png,8513227,8.513227463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0234928522,.0352392793,.0352392793,.0352392793,.0352392793,.0352392793,.0352392793,.0352392793,.0469857045,.0469857045,.0234928522,.0117464261,.0117464261,.0117464261,.0117464261,.1409571171,.1409571171,.1409571171,.1292106956,1.491796136,1.491796136,1.491796136,1.491796136,1.491796136,17.92504692,17.79583549,18.55935287,21.23753929,21.23753929,33.31286621,45.59962845,55.38439941,73.81454468,73.81454468,76.65718079,84.26885986,96.37942505,103.098381,108.9715958,107.2801132,102.0412064,104.002861,85.57271576,105.5416412,92.13896942,90.40049744,85.74891663,84.57427216,88.09819794,85.74891663,84.57427216,81.05033875,85.74891663,69.30391693,69.30391693,68.12927246,64.60534668,56.38284683,56.38284683,52.85891724,50.50963211,45.81106186,49.33499146,48.16034698,45.81106186,43.46177673,41.11249161,44.6364212,37.58856583,34.06463623,30.54070854,30.54070854,22.3182106,19.96892548,19.96892548,18.79428291,17.61964035,15.27035427,14.09571171,12.92106915,12.92106915,10.57178402,11.74642658,12.92106915,9.397141457
Canada,CAN,Americas,Northern America,,.,.,.,Americas,https://www.countryflags.io/ca/flat/64.png,37057765,37.05776596,0,0,0,0,0,0,0,0,0,0,0,.0026984897,.0026984897,.0026984897,.0026984897,.0026984897,.0026984897,.0026984897,.0026984897,.0026984897,.0080954693,.0053969794,.0053969794,.0053969794,.0053969794,.0053969794,.0134924483,.0134924483,.0134924483,.0134924483,.0080954693,.0080954693,.0080954693,.0080954693,.0080954693,.0134924483,.0053969794,.0053969794,.0053969794,.0053969794,.0053969794,.0053969794,.0053969794,.0053969794,.0080954693,.0026984897,.0026984897,.0026984897,.0026984897,.0053969794,.0053969794,.0053969794,.2752459645,.4722357094,.4722357094,.6665269732,1.233209848,1.233209848,1.233209848,4.269010544,3.545815468,4.654894829,5.57238102,6.460184574,7.63132906,8.095469475,8.972477913,9.952030182,12.6721077,11.50366116,14.20754814,14.53946209,15.06566811,15.20059299,16.06680679,17.38367081,18.22559929,18.37671471,18.03940392,18.0474987,17.80733299,19.78262711,18.89752388,18.72481918,19.01625633,19.38864899,20.84043694,22.30841446,22.88319206,23.96528625,25.8407383,25.257864,27.41665459,29.36226654,29.66449738,30.49563217,29.66179848,29.70497513,29.50798416,28.83336258,27.64063072,27.63523293,27.67571068,27.18458557,26.72044563,26.03502846,25.10404968,24.31878853,23.7655983,23.4336853,23.54162407,23.08018303,21.96840477,21.30187798,20.89440536,20.29264259
Central African Republic,CAF,Africa,Sub-Saharan Africa,Middle Africa,.,.,.,Africa,https://www.countryflags.io/cf/flat/64.png,4666377,4.666377068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.064289704,.0857196078,.0857196078,.0857196078,.0857196078,.0857196078,.0857196078,.0857196078,.2142990083,.2142990083,.1500093043,.1285794079,.1285794079,.1285794079,.1285794079,.1285794079,.1285794079,.1285794079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.064289704,.064289704,.064289704,.064289704,.1714392155,.1714392155,.1714392155,.1714392155,.1714392155,.2571588159,.1928691119,.1928691119
Botswana,BWA,Africa,Sub-Saharan Africa,Southern Africa,.,.,.,Africa,https://www.countryflags.io/bw/flat/64.png,2254126,2.254126072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.221815452,.221815452,.354904741,.354904741,.354904741,.354904741,.354904741,.354904741,.3992678225,.3992678225,.3105416298,.3105416298,.1774523705,.3992678225,.3992678225,.3992678225,.3992678225,.3992678225,.354904741,.354904741,.221815452,.221815452,.3105416298,.0887261853,.0887261853,.0887261853,.0887261853,.1330892742
Bhutan,BTN,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/bt/flat/64.png,754394,.7543939948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1325567216,.2651134431,.2651134431,.2651134431,.2651134431,.2651134431,.2651134431,.2651134431,.2651134431,.2651134431,.1325567216,0,0,0,0,0,0,0,0,0,0,.1325567216,.1325567216,.1325567216,.2651134431,.2651134431,.3976701796,.3976701796,.3976701796,.3976701796,.3976701796,.2651134431,.2651134431,.2651134431,.1325567216,.1325567216,0,0,0,0,0,0,0,0,0,0,0,0,0,.1325567216,.1325567216,.1325567216,.1325567216,.1325567216,.1325567216
Brunei,BRN,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/bn/flat/64.png,428962,.4289619923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2331208885,.4662417769,.4662417769,.4662417769,.4662417769,.4662417769,1.165604472,2.564329863,5.828022003,7.926110268,8.625473022,10.02419853,11.65604401,12.58852768,14.68661594,14.91973686,15.85222054,16.55158234,13.98725319,13.28789043,12.58852768,12.58852768,12.12228584,11.65604401,9.791077614,9.557956696,8.159231186,6.061142921,6.29426384,5.128659725,5.361780167,3.963055134,2.797450542,2.564329863,2.797450542,3.030571461,3.030571461,3.496813297,2.797450542,2.564329863,2.098088026,1.864967108,1.864967108,2.098088026,2.098088026,2.331208944,2.331208944,1.864967108,1.631846189,1.864967108,1.864967108,2.331208944,2.331208944,1.864967108,1.398725271,.9324835539,.9324835539,1.165604472,1.165604472,.9324835539,.9324835539,.4662417769,.4662417769,.4662417769,.4662417769,.6993626356,.4662417769,.2331208885
Barbados,BRB,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/bb/flat/64.png,286641,.2866410017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.093210697,2.093210697,2.093210697,2.790947437,3.837552786,3.837552786,3.837552786,3.837552786,4.535289764,4.535289764,3.139816046,3.139816046,3.139816046,3.139816046,2.093210697,2.790947437,4.884158134,4.884158134,5.930763721,6.279632092,5.581894875,8.372842789,8.372842789,7.675105572,7.675105572,6.977368832,4.884158134,6.628500462,4.884158134,5.233026505,5.581894875,2.790947437,4.884158134,4.884158134,6.279632092,6.279632092,6.279632092,4.535289764,7.326237202,6.628500462,6.279632092,6.977368832,5.233026505,5.233026505,3.837552786,4.535289764,4.535289764,4.535289764,1.744342208,1.744342208,2.093210697,1.395473719
Brazil,BRA,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/br/flat/64.png,209469333,209.4693298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0004773969,.0009547937,.0009547937,.0009547937,.0009547937,.0009547937,.0009547937,.0009547937,.0009547937,.0009547937,.0023869842,.0019095874,.0019095874,.0019095874,.0563328303,.0596746057,.0596746057,.0596746057,.0596746057,.0596746057,.0577650182,.0577650182,.0577650182,.0577650182,.0253020339,.0219602548,.0219602548,.0219602548,.0219602548,1.393521428,6.635338783,6.635338783,6.635338783,6.635338783,10.48220253,10.48220253,10.89324188,12.00414371,12.60327721,11.74825954,7.224924088,7.698501587,8.171124458,8.840435028,5.729717255,6.590463638,7.183867931,7.45646143,7.837901592,8.669527054,9.099661827,10.12940693,11.55682278,12.77179813,13.15371609,13.85501194,14.00921059,15.11438465,16.91560364,16.07108879,17.54385757,18.28525352,18.5096302,19.65060997,21.53489494,24.69383049,27.96399879,29.99627686,30.63121414,33.62401581,32.87498093,32.902668
Bolivia,BOL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/bo/flat/64.png,11353142,11.35314178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0088081341,.0088081341,.0088081341,.0088081341,.0176162682,.0176162682,.0176162682,.0176162682,.0176162682,.0176162682,.0088081341,.0088081341,.0088081341,.0440406725,.0440406725,.1056976169,.2113952339,.2554359138,.2554359138,.2554359138,.3082846999,.3699416518,.3699416518,.4227904677,.4139823318,.5813368559,.6341856718,.6958426237,.7574995756,.8896216154,.8543890715,1.012935519,1.074592352,1.056976199,1.171481848,1.039359927,1.065784335,1.118633032,1.241946936,1.241946936,1.453342199,1.356452703,1.523807287,1.603080511,2.175609112,2.422236919,2.413428783,2.342963696,2.422236919,2.466277599,2.307731152,2.307731152,2.378196239,2.404620647,1.876132607,1.796859384
Belize,BLZ,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/bz/flat/64.png,383071,.3830710053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5220963955,.5220963955,.5220963955,.5220963955,1.305240989,1.305240989,1.305240989,1.305240989,1.566289306,2.349433899,1.827337503,1.827337503,2.871530294,2.871530294,2.088385582,2.349433899,2.871530294,2.871530294,2.610481977,1.827337503,1.827337503,1.827337503,.7831446528,.7831446528,.7831446528,.5220963955,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,BLR,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/by/flat/64.png,9483499,9.483498573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0105446316,.0316338949,.0316338949,.0316338949,.0316338949,.0316338949,.0316338949,.0316338949,.0316338949,.0527231582,.0421785265,.0210892633,.1265355796,.1265355796,.1265355796,.2003480047,.2741604149,.2741604149,.3057943285,.2847050428,.2847050428,.2847050428,.3374282122,.4006960094,.4006960094,.3268835843,.2530711591,.2425265312,.2214372605,.2319819033,.4745084345,1.128275633,1.286445022,1.254811168,1.581694722,1.581694722,1.581694722,1.59223938,1.581694722,3.036854029,2.794327497,3.743344307,3.637897968,4.270576,5.968261719,7.750304222,9.669426918,14.44614506,15.73259068,14.741395,17.40918732,16.63942909,19.73955154,24.6849823,24.75879478,23.80977821,22.55496788,23.17710114,28.39669418,35.08198929,36.81130981,41.94654465,42.38941956,38.09775543,40.67064285,47.6090126,51.76359558,53.10276413,53.88306808,51.29963303,48.99036026,48.18896866,52.81806183,58.26963425,61.78099823,61.33812332,63.1307106,59.49281311,58.92340088
Bosnia and Herzegovina,BIH,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/ba/flat/64.png,3323929,3.323929071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0601697564,.0601697564,.0601697564,.0601697564,.0601697564,.0601697564,.0601697564,.0601697564,.0601697564,.0601697564,.0902546346,.0902546346,.1805092692,.4512731731,.4512731731,.5114428997,.5415278077,.7521219254,.8423765898,.8423765898,1.263564825,1.895347357,2.136026382,2.52712965,3.369506359,3.610185385,5.204683781,5.385193348,6.19748497,6.708927631,6.919521809,7.581389427,7.791983128,7.40087986,7.581389427,8.965293884,8.032662392,8.393680573,9.085633278,10.19877338,10.43945217,10.19877338,10.34919834,10.9208107,10.40936756,9.566990852,9.597076416,10.22885799,9.536906242,9.597076416,9.145802498,8.875039101,8.363595963,10.49962234,11.40216827,10.80047131,11.70301723,12.12420559,12.54539394,12.78607273,12.8462429,14.50091076,15.16277885,13.9292984,13.56828022,14.50091076,13.41785526,13.05683708,12.27463055,10.83055592,11.01106548
Bahamas,BHS,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/bs/flat/64.png,385640,.3856399953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2593092024,.2593092024,.2593092024,.2593092024,.2593092024,.2593092024,.2593092024,.2593092024,.2593092024,.2593092024,0,-.2593092024,-.2593092024,.7779276371,1.03723681,1.03723681,1.03723681,1.03723681,1.03723681,1.03723681,1.296545982,1.555855274,1.555855274,.5186184049,.2593092024,1.296545982,1.296545982,1.555855274,1.815164447,1.815164447,2.074473619,2.333782911,2.333782911,4.148947239,4.148947239,3.371019602,3.371019602,3.630328894,3.111710548,3.111710548,2.593091965,2.593091965,2.852401257,1.03723681,1.03723681,2.074473619,3.630328894,3.111710548,3.889637947,3.889637947,4.408256531,4.148947239,3.889637947,4.148947239,4.148947239,3.111710548,1.555855274,1.555855274,1.296545982,1.296545982,1.03723681,1.03723681,1.296545982,1.03723681
Bahrain,BHR,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/bh/flat/64.png,1569439,1.569439054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.25486812,.25486812,.25486812,.8920384645,1.401774764,2.230096102,2.230096102,2.803549528,2.803549528,3.823021889,4.651343346,4.906211376,5.352230549,5.479664803,4.969928741,5.734532833,7.26374197,6.690288544,8.474365234,7.454892635,8.09206295,9.302686691,11.277915,10.95932961,11.40534878,10.83189583,11.97880268,14.78235149,13.06199169,15.67438984,14.4637661,14.71863461,12.29738712,13.06199169,15.29208755,15.54695606,13.89031315,11.277915,13.3168602,14.14518166,14.78235149,15.61067295,17.01244736,17.71333504,15.29208755,14.65491772,14.59120083,29.81957054,31.28506279,29.81957054,31.66736603,30.96647835,31.41249657,35.36295319,44.34705353,46.57715225,49.1258316,34.53463364,40.52403259,40.20544815,38.35765457,42.7541275,49.82672119,45.74882889,38.23022079,36.31871033,38.03907013,39.75942993,31.03019524,38.80367279,55.94355392,57.47276306,57.98249817,57.53647995,57.15417862,95.44811249,109.6570129,121.3172302,144.0004883,142.3438568,134.6340942,138.6482697
Bulgaria,BGR,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/bg/flat/64.png,7025037,7.025036812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0427044034,.0427044034,.0427044034,.0427044034,.0569392033,.1138784066,.1281132102,.1565828025,.1992872059,.2419916093,.1992872059,.2419916093,.3131656051,.3843396306,.427044034,.4128092229,.427044034,.4412788153,.3985744119,.4412788153,.5266876221,.5978616476,.6120964289,.5836268067,.6690356135,.9679664373,1.181488514,1.409245253,1.580062866,1.608532548,1.608532548,1.537358522,1.508888841,1.693941355,1.651236892,1.309601665,1.181488514,.9252620339,.9822012782,1.167253613,1.409245253,1.508888841,1.608532548,1.679706454,1.765115261,2.064046144,2.206394196,2.533794641,2.548029423,2.548029423,2.533794641,2.63343811,2.690377474,2.718847036,2.989308119,2.88966465,3.032012463,3.046247482,3.0035429,3.188595295,3.416352272,3.786457062,4.170796871,4.398553371,4.398553371,4.512432098,4.370083809
Bangladesh,BGD,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/bd/flat/64.png,161356039,161.3560333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.001239495,.0018592426,.0018592426,.0018592426,.0018592426,.0018592426,.0018592426,.0018592426,.0030987374,.0043382328,.0055777277,.00495798,.0074369702,.0074369702,.00991596,.0136344451,.0136344451,.0136344451,.0130146975,.0142541928,.0136344451,.0136344451,.0111554554,.0111554554,.0086764656,.00495798,.0068172226,.0086764656,.00991596,.0074369702,.00991596,.00991596,.0154936882,.0204516686,.0260293949,.0322268717,.0316071212,.0328466184,.0409033373,.0433823243,.0396638401,.0452415682,.0452415682,.0452415682,.0464810617,.0464810617,.0539180338,.0526785366,.5918588638,.6798630357,.799474299,.7938965559,1.102530837,1.215944648,1.403108358,1.543171287,1.690671206,1.840650082,1.424179792,1.333696604,1.536354065,1.681994796,1.526438117,1.539452791,1.598328829,1.584694386,1.673318267,1.885891676,1.936710954,2.193906307,2.139368296,2.145565987
Burkina Faso,BFA,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/bf/flat/64.png,19751535,19.75153542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0253144875,.0253144875,.0253144875,.035440281,.050628975,.050628975,.0607547723,.1063208506,.1164466441,.1569498181,.1366982311,.2075787932,.2278303951,.2177045941,.2835222483,.4050318003,.4860381782,.5366671681,.5619816184,.5822331905,.5771703124,.5518558025,.5619816184,.5619816184,.5619816184,.6885540485,.7543717623,.8455038667,.9467618465,.9720763564,1.068271399,1.048019767,1.154340625,1.260661483,1.255598545,1.093585849,.9923279285,.8860070705,.7847490907,.8100636005,.7543717623,.7847490907,.7391830683,.6581766605,.6075477004,.5366671681,.5164155364,.4708494842,.4556607902,.3594657183,.3594657183,.3392141461,.2683335841,.2632706761,.2379561812,.2379561812,.2480819821,.4151575863,.4354091883,.4202204943,.4252834022,.4303462803,.4252834022,.4050318003,.4050318003,.3898431063,.3442770243
Benin,BEN,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/bj/flat/64.png,11485048,11.48504829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0087069729,.0087069729,.0087069729,.0174139459,.0174139459,.0435348637,.0435348637,.0435348637,.0435348637,.0435348637,.0348278917,.0348278917,.0348278917,.0261209179,.1393115669,.1131906435,.1131906435,.1131906435,.1131906435,.1131906435,.191553399,.191553399,.191553399,.191553399,.0783627555,.0783627555,.1306045949,.1306045949,.1306045949,.1306045949,.0522418357,.1306045949,.1306045949,.1306045949,.200260371,.200260371,.148018539,.174139455,.252502203,.252502203,.252502203,.174139455,.2960370779,.356985867,.287330091,.287330091,.287330091,.2612091899,.182846427,.182846427,-.0435348637,-.0087069729,-.1306045949,-.191553399,-.0087069729,.0087069729,.304744035
