Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020
Mali,MLI,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/ml/flat/64.png,19077690,19.07769012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0052417247,.0052417247,.0471755229,.0629006997,.0838675946,.1153179407,.1153179407,.1153179407,.1153179407,.1362848431,.1729769111,.1729769111,.1310431212,.1153179407,.1310431212,.104834497,.1782186478,.1834603697,.2673279643,.2673279643,.277811408,.2987782955,.4088545144,.414096266,.4245797098,.456030041,.414096266,.7285997272,.6971493959,.7128745914,.7128745914,.7181162834,.7810170054,.8281925321,.8544011116,.8858515024,1.13221252,.9487521648,1.006411195,1.043103218,1.116487384,1.18987155,1.142696023,1.168904662,1.18987155,1.210838437,1.006411195,.9487521648,.8491594195,.8491594195,.8439176679,.7810170054,.7233580351
North Macedonia,MKD,Europe,Southern Europe,,.,.,.,,,2082958,2.082957983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0480086505,.0480086505,.0480086505,.0480086505,.0480086505,.0480086505,.0480086505,.0480086505,.0480086505,.0480086505,0,0,0,.0960173011,.0960173011,.0960173011,.0960173011,.5280951262,.5280951262,.7681384087,.7681384087,.9121643305,.9121643305,.9601730108,1.296233535,1.296233535,1.536276817,1.200216293,1.392250896,1.152207613,1.152207613,1.152207613,3.168570757,3.600648642,4.368787289,5.232942581,6.193115711,6.817228317,7.633375168,8.785582542,11.08999825,12.3382225,12.0501709,13.25038719,18.19527817,19.87558174,20.40367699,21.50787544,25.82865334,27.98904228,27.84501648,30.91757011,31.44566536,30.67752647,26.74081802,25.25255013,24.48441124,23.28419495,19.10744286,18.86739922,16.94705391,13.63445663,11.66610146,11.42605877,10.08181667,10.27385139,9.697747231,11.47406769,11.08999825,8.545539856,8.737574577,8.737574577,8.977617264,9.025626183,8.929609299
Mexico,MEX,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/mx/flat/64.png,126190788,126.1907883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0007924509,.0007924509,.0007924509,.0007924509,.0007924509,.0007924509,.0007924509,.0031698034,.0031698034,.0031698034,.0023773527,.0023773527,.0023773527,.0023773527,.0023773527,.0023773527,.0023773527,0,0,0,0,0,0,0,0,0,0,.0245659761,.0245659761,.0245659761,.0245659761,.4984515905,.4984515905,.4984515905,.4984515905,.4984515905,.4984515905,.4738856256,.4738856256,.4738856256,1.376487136,.9588655829,1.054752111,1.182336688,1.182336688,1.182336688,1.182336688,1.580147028,1.580147028,1.580147028,.6775454879,.6212815046,.5253949165,3.981273174,4.9361763,5.51625061,7.368208408,6.970397949,6.970397949,7.726396084,7.726396084,8.574318886,8.574318886,7.655868053,7.470434189,6.890360355,7.045680523,8.242281914,8.242281914,8.497450829,10.74404907,10.73216248,11.90895176,10.80982208,11.14740658,12.32102585,11.94540405,12.28378105,13.1507225,13.5128727,12.88208103,13.81558895,14.66351128,15.05735874,15.7380743
Maldives,MDV,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/mv/flat/64.png,515696,.5156959891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.9695634842,1.551301599,1.551301599,1.745214224,1.745214224,2.520864964,2.520864964,2.520864964,2.520864964,2.520864964,1.551301599,.9695634842,.9695634842,.7756507993,.7756507993,0,0,0,0,.1939126998,.1939126998,.5817381144,.5817381144,.5817381144,.5817381144,.5817381144,.5817381144,.5817381144,.5817381144,.3878253996,.3878253996,0,.1939126998,.1939126998,.1939126998,.1939126998,.1939126998,.1939126998,.1939126998,.3878253996,.3878253996,.3878253996,.5817381144,.5817381144,.5817381144,.5817381144,2.326952457,2.326952457,2.326952457,2.133039713,4.266079426,5.23564291,5.623468399,7.368682384,7.368682384,7.368682384,12.02258682,12.02258682,12.02258682,15.51301575,17.0643177,19.19735718,20.55474663,26.95386505
Madagascar,MDG,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/mg/flat/64.png,26262368,26.26236725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0076154596,.0076154596,.0266541094,.0418850295,.0418850295,.0418850295,.0418850295,.0761545971,.0799623281,.08757779,.1028087065,.1180396229,.0990009755,.0913855135,.1066164374,.1142318994,.1256550848,.1218473539,.1408860087,.1446937323,.1256550848,.1446937323,.1599246562,.1789633036,.1941942275,.1941942275,.190386489,.1713478416,.1523091942,.1446937323,.1485014707,.1142318994,.0990009755,.0723468661,.0418850295,.0342695676,.0266541094,.0152309192,.0342695676,.0342695676,.0418850295,.0495004877,.0495004877,.0685391352,.0685391352,.1142318994,.1142318994,.1294628084,.1180396229,.1294628084,.1332705468,.1256550848
Moldova,MDA,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/md/flat/64.png,2706049,2.706048965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0369542465,.0369542465,.0369542465,.0369542465,.0369542465,.0369542465,.0369542465,.0739084929,.0739084929,.0739084929,.0369542465,.0369542465,.0369542465,.5173594356,.6282221675,.8129934072,.8129934072,.8869019151,.997764647,1.034718871,1.293398619,1.404261351,1.404261351,1.293398619,1.404261351,1.921620846,2.623751402,2.993294001,3.880195856,5.210548878,7.316940784,8.721201897,12.97094059,15.04037857,14.81865311,15.89032555,17.22067833,20.47265244,22.94858742,24.16807747,24.38980293,23.98330498,21.58127975,24.2789402,26.79182816,28.3439064,28.60258675,26.64401245,24.68543625,26.57010269,28.1960907,30.37639046,31.4480629,29.96989441,28.6764946,26.16360664,27.16137123,29.34167099,29.74816895,25.27670479,25.35061264,22.06168556,22.13559341,21.54432487,36.76947403,35.95648193,48.04051971,47.15361786,54.87705612,58.16598511,56.90953827
Morocco,MAR,Africa,Northern Africa,,.,.,.,Africa,https://www.countryflags.io/ma/flat/64.png,36029138,36.02913666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0027755315,.0027755315,.0027755315,.0027755315,.0027755315,.0027755315,.0027755315,.0027755315,.0083265938,.0083265938,.005551063,.0138776572,.0166531876,.0194287207,.0277553145,.0277553145,.0333063751,.0388574414,.0582861602,.0721638128,.0777148828,.1415521055,.1637563556,.1887361407,.1942871958,.2275935709,.2331446409,.260899961,.2720020711,.3247371614,.4052275717,.4052275717,.4191052318,.4246563017,.4662892818,.521799922,.6022903323,.6050658226,.6328211427,.6855562329,.6661275625,.7022094727,.7466179729,.8548636436,.954782784,1.149070024,1.287846565,1.668094397,1.759686947,1.915116668,2.32867074,2.725571871,3.239045143,3.610966444,3.952356815,4.118888378,4.290971756,4.254889488,4.357584476,4.796118259,4.815546989,4.698974609,4.59905529,4.335380077,4.080030918,4.110561848,3.980112076,3.996765137,4.285420418,4.077255726,3.846886635,4.182725906,3.866315126,3.813580036,3.869090796
Latvia,LVA,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/lv/flat/64.png,1927174,1.927173972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0518894531,.0518894531,.0518894531,.0518894531,.0518894531,.0518894531,.0518894531,.0518894531,.0518894531,.0518894531,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55668354,0,0,0,.7783417702,.7783417702,.7783417702,.7783417702,.7783417702,.7783417702,-.7783417702,.7783417702,.7783417702,2.231246471,2.127467394,3.736040592,3.736040592,3.736040592,3.736040592,6.071065903,6.071065903,6.071065903,13.02425194,11.57134724,10.89678478,9.288211823,9.288211823,13.49125767,13.49125767,11.15623188,11.15623188,11.15623188,4.203045368,4.203045368,10.22222233,10.22222233,10.22222233,6.019176483,6.019176483,6.019176483,14.47715664,14.47715664,14.47715664,16.29328728,10.27411175,10.27411175,10.27411175,11.93457413,11.93457413,11.93457413,4.410603523,4.410603523,4.410603523,2.594472647,4.099266529
Luxembourg,LUX,Europe,Western Europe,,.,.,.,Europe,https://www.countryflags.io/lu/flat/64.png,607950,.6079499722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.986923337,.986923337,.986923337,.986923337,.986923337,6.579488754,6.579488754,6.579488754,6.579488754,13.15897751,12.17205429,12.17205429,81.25668335,81.25668335,81.25668335,75.66412354,75.66412354,75.66412354,75.66412354,69.08463287,69.08463287,69.08463287,0,0,4.276667595,8.55333519,12.99449062,16.61320877,20.88987732,22.53474808,27.96282768,34.70680237,37.50308609,412.3694458,421.4162598,419.7713928,418.4554749,414.8367615,412.3694458,423.7190857,418.2909851,428.8181763,436.055603,65.46591187,53.29385757,57.24155045,62.83411789,66.28834534,68.42668152,61.35373306,63.98552704,48.03026962,41.12180328,42.76667786,44.41154861,40.62834167,32.40398026,31.08808517,27.63385201,23.35718536,22.86372375,22.69923592,21.21885109,16.77769661,16.284235,13.816926
Lithuania,LTU,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/lt/flat/64.png,2801543,2.801542997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0356946141,.0356946141,.0356946141,.0356946141,.0356946141,.0356946141,.0356946141,.0356946141,.0356946141,.0356946141,0,0,0,0,0,.2141676992,.2141676992,.2141676992,.2141676992,.2141676992,.2141676992,.2141676992,.2498623133,.2498623133,.2498623133,.0356946141,1.677646875,1.677646875,3.212515354,3.355293751,3.355293751,4.675994396,6.068084717,7.210312366,7.852815628,8.352540016,6.710587502,8.709486008,9.280599594,10.63699532,11.74352837,11.49366665,10.31574345,9.423378944,10.99394131,11.45797157,12.38603115,10.56560612,9.816019058,8.423929214,7.424479961,7.781425953,8.959348679,9.459073067,8.174066544,9.459073067,8.531013489,8.531013489,7.781425953,9.74462986,10.56560612,10.24435425,9.637546539,9.209210396,8.281150818,7.031839371,7.888510227,7.710036755,9.31629467,8.102677345,7.281701565,6.175168514,6.317946911
Lesotho,LSO,Africa,Sub-Saharan Africa,Southern Africa,.,.,.,Africa,https://www.countryflags.io/ls/flat/64.png,2108132,2.108131886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,LKA,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/lk/flat/64.png,21670000,21.67000008,0,0,0,0,0,0,0,.0046146745,.0046146745,.0046146745,.0046146745,.0046146745,.0046146745,.0046146745,.0046146745,.0046146745,.0046146745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.009229349,.009229349,0,.009229349,.009229349,.0046146745,.009229349,.0276880488,.0276880488,.0369173959,.0369173959,.0553760976,.0738347918,.0830641463,.0830641463,.1015228406,.1107521951,.1199815422,.1430549175,.1522842646,.1522842646,.1568989307,.1707429588,.1522842646,.1615136117,.1476695836,.1568989307,.1384402364,.1384402364,.1615136117,.193816334,.2168897092,.2030456811,.2215043902,.2261190563,.2353484035,.2215043902,.2538070977,.2399630845,.2261190563,.2215043902,.1845869869,.2584217787,.2768804729,.3091832101,.3553299606,.392247349,.4383940995,.4383940995,.4891555011,.4891555011,.5722196698,.7706506848,.8352560997,.8952468634,.9137055874,1.158283353,1.218274117,1.40747571,1.412090421,1.472081184,1.425934434,1.213659406,1.204430103,1.172127366,1.282879591,1.05676055,1.005999088,.886017561
Libya,LBY,Africa,Northern Africa,,.,.,.,Africa,https://www.countryflags.io/ly/flat/64.png,6678567,6.678566933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0149732726,0,0,0,0,0,.0149732726,.0149732726,.1197861806,.1197861806,.1048129052,.1197861806,.1347594559,.1347594559,.1347594559,.1347594559,.1497327238,.1497327238,.0449198149,.0449198149,.1048129052,.1048129052,.0898396298,.0898396298,.1347594559,.1347594559,.1048129052,.1048129052,.1048129052,.1048129052,.0449198149,.0449198149,.1048129052,.1048129052,.0748663619,.0748663619,.0898396298,.0898396298,.0898396298,.0898396298,.0898396298,.1497327238,.0898396298,.0898396298,.0748663619,.0748663619,.0598930903,.1647059917,.1647059917,.1647059917,.1647059917,.1048129052,.1497327238,.1647059917,.1647059917,.1796792597,.1796792597
Liberia,LBR,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/lr/flat/64.png,4818977,4.818976879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0622538775,.0622538775,.0622538775,.0622538775,.0622538775,.0622538775,.0622538775,.0622538775,.0622538775,.0830051675,.0207512919,.0207512919,.0207512919,.0830051675,.0830051675,.0830051675,.0830051675,.0830051675,.3527719676,.3320206702,.4357771575,.4357771575,.4357771575,.3735232651,.7885491252,.7885491252,.7885491252,.7885491252,.5810362101,.7885491252,.6847926378,.6847926378,1.037564635,1.120569825,.7055439353,.7055439353,.7055439353,.8300517201,.7677978277,.8923056126,.9753107429,1.037564635,.8508030176,.8508030176,.91305691,.9545594454,1.016813397,.9545594454,1.058315873,.7262952328,.7055439353,.6847926378,.5810362101
Lebanon,LBN,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/lb/flat/64.png,6848925,6.848925114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0146008311,.0146008311,.0146008311,.0146008311,.0146008311,.0146008311,.0146008311,.0146008311,.0146008311,.0146008311,0,0,0,.0292016622,.0292016622,.0438024923,.0438024923,.0438024923,.1022058204,.1022058204,.1022058204,.2774157822,.321218282,.3504199386,.3942224383,.3796216249,.4526257813,.4818274379,.5110291243,.5548315644,.6132349372,.4964282513,.4526257813,.4818274379,.4672265947,.4672265947,.4672265947,.5694324374,.4964282513,.4964282513,.4380249381,.3796216249,.4526257813,.3796216249,.3504199386,.540230751,.5110291243,.3942224383,.4526257813,.4818274379,.8760498762,.8760498762,.8468481898,.8614490628,.8614490628,.6716382504,.7008398771,.6862390637,1.226469874,1.226469874,.8760498762,.8760498762,.919852376,.8906506896,1.095062375,1.138864875,1.226469874,1.226469874,.6132349372,.540230751,.5256299376,.5256299376,.5840332508,.5986340642,.3942224383,.4088232815,.2482141256,.2482141256,6.263756752,6.263756752,6.29295826,6.59957552,6.453567505,6.453567505
Laos,LAO,Asia,South-eastern Asia,,.,.,.,,,7061507,7.061507225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0141612832,.0141612832,.0283225663,.0283225663,.0283225663,.0283225663,.0283225663,.0283225663,.0566451326,.0566451326,.0424838476,.0849676952,.0708064139,.0708064139,.0708064139,.0708064139,.0849676952,.0849676952,.0708064139,.0708064139,.0708064139,.0283225663,.0424838476,.0283225663,.0283225663,.0849676952,.0708064139,.0708064139,.0566451326,.0708064139,.0708064139,.0708064139,.0566451326,.0708064139,.0708064139,.0141612832,.0141612832,.0141612832,.0141612832,0,0,0,0
Kuwait,KWT,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/kw/flat/64.png,4137309,4.137309074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0241703,.0241703,.0241703,.0483406,.1208515018,.1208515018,.1208515018,.1208515018,.2175326943,.2175326943,.3383841813,.4108950794,.4108950794,.6042574644,.5317465663,.5317465663,.8217901587,.918471396,.9668120146,1.16017437,1.184344649,1.184344649,1.305196166,1.111833811,1.281025887,1.305196166,1.039322853,1.208514929,1.208514929,1.111833811,.9909822941,1.063493133,.9426416755,1.208514929,1.281025887,1.474388242,1.643580317,2.006134987,2.586222172,2.948776484,3.698055744,4.084780693,4.689038277,5.897552967,6.743513584,7.275259972,8.41126442,10.56242085,10.8766346,14.04294395,18.22440529,21.6565876,26.20060539,28.32759094,28.76265717,30.4545784,30.88964272,32.24317932,33.2583313,34.15263367,33.08914185,31.17968559,29.80197906,28.76265717,31.54224014,33.79007721,35.94123459,36.35213089,38.86584091,39.25256729,41.37955475,45.27096939,49.76664734,52.11116791,55.54335022,58.34710312,60.03902435,64.4380188,72.05166626,83.70174408
Cambodia,KHM,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/kh/flat/64.png,16249798,16.24979782,0,0,0,0,0,0,0,0,0,0,0,.0061539225,.0061539225,.0061539225,.0061539225,.0061539225,.0061539225,.0061539225,.0061539225,.0061539225,.0061539225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0184617676,.0553853028,.0553853028,.061539229,.0738470703,.123078458,.123078458,.1353863031,.1476941407,.2030794472,.1907716095,.246156916,.246156916,.2584647536,.2769265175,.2584647536,.2523108423,.3015422225,.3076961339,.264618665,.2584647536,.2523108423,.2830804586,.2769265175,.246156916,.246156916,.264618665,.2153872997,.2153872997,.2030794472,.2030794472,.1600019932,.1292323768,.1169245318,.1292323768,.0984627604,.0861549154,.0738470703,.061539229,.061539229,.061539229,.0184617676,.0184617676,.0184617676,.0061539225,.0061539225,.0061539225,.0061539225,.0061539225,.0061539225,.0061539225,.0061539225,.0123078451,.0123078451,.0123078451,.0123078451,.0123078451,.0123078451,.0061539225,.0061539225,.0061539225,.0061539225,0,0
Kyrgyzstan,KGZ,Asia,Central Asia,,.,.,.,Asia,https://www.countryflags.io/kg/flat/64.png,6322800,6.322800159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0474473312,.0474473312,.0474473312,.0790788904,.0948946625,.1423420012,.1423420012,.521920681,.521920681,.521920681,.5061048865,.5061048865,.6484468579,.7749730945,.9647624493,.9805781841,1.091288686,.9173150659,1.281077981,1.534130454,1.549946189,2.62541914,2.720313787,3.163155556,3.716707706,4.333522797,4.222812653,4.412601948,4.444233418,4.523312569,4.807996273,4.127917767,4.554944038,4.317707062,4.143733501,3.637628794,4.033023357,3.859049797,3.827418089,3.700891972,3.495286703,3.368760586,2.910103083,2.878471375,2.562155962,2.530524492,2.293287754,2.672866344,2.641234875,2.7993927,3.795786619,3.716707706,3.716707706,3.637628794,3.653444529,3.874865532,3.906497002,3.669260263
Kenya,KEN,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/ke/flat/64.png,51393010,51.39300919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0019457899,.0019457899,.0019457899,.0019457899,.0019457899,.0019457899,.0019457899,.0058373697,.0077831596,.0077831596,.0058373697,.0058373697,.0058373697,.0116747394,.0155663192,.0214036889,.040861588,.040861588,.040861588,.0700484365,.0719942302,.095343709,.095343709,.0895063356,.0992352888,.1070184484,.0914521292,.0972894952,.095343709,.095343709,.1031268686,.0875605494,.1031268686,.1186931878,.1245305538,.120638974,.145934239,.1478800327,.1517716199,.1517716199,.1537173986,.1634463519,.1634463519,.1615005583,.1517716199,.1517716199,.1848500371,.196524784,.2081995159,.2218200564,.2159826756,.1984705776,.2159826756,.2257116288,.2607358396,.2938142717,.2471153289,.241277948,.235440582,.1926331967,.1926331967,.2296032161,.20236215
Kazakhstan,KAZ,Asia,Central Asia,,.,.,.,Asia,https://www.countryflags.io/kz/flat/64.png,18272430,18.27243042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0109454514,.0164181776,.0875636116,.1094545126,.1149272397,.1313454211,.1422908753,.147763595,.1587090492,.1970181316,.2189090252,.2353271991,.191545397,.1860726774,.2134363055,.2189090252,.3009999096,.3940362632,.5965270996,.9139451981,1.083599687,1.264199615,1.61992681,1.76769042,1.860726714,2.096053839,2.232872009,2.276654005,2.309490204,2.194562912,2.221926689,2.216454029,2.041326761,2.172672033,2.293071985,2.293071985,2.36969018,2.572180986,2.867708206,3.113981009,3.464235306,3.973198891,4.367235184,4.690125942,5.237398624,5.883180141,6.304580212,6.775234222,7.24588871,7.431961536,7.815052509,8.603124619,9.511597633,10.05887032,9.971305847,9.812597275,9.681251526,10.25041485,9.883742332,9.965833664,9.894687653,8.936961174
Japan,JPN,Asia,Eastern Asia,,.,.,.,Asia,https://www.countryflags.io/jp/flat/64.png,126529100,126.5290985,.000790332,.000790332,.000790332,.000790332,0,0,0,0,0,.0023709962,.0063226563,.0063226563,.0063226563,.0063226563,.0086936522,.0086936522,.0086936522,.0094839847,.013435645,.0110646486,.0102743162,.0102743162,.0102743162,.0102743162,.0079033207,.0079033207,.0079033207,.0071129883,.0110646486,.0110646486,.0079033207,.0165969729,.0165969729,.0165969729,.0189679693,.0426779315,.0426779315,.0426779315,.0545329116,.0679685548,.0679685548,.0592749044,.0592749044,.0592749044,.0774525404,.0537425801,.0537425801,.0584845692,.0711298808,.0900978521,.0924688503,.0924688503,.1319854558,.1517437547,.1699213833,.1801957041,.2054863274,.216550976,.1841473579,.1517437547,.1873086989,.1873086989,.1809860319,.1612277329,.1225014627,.1604374051,.1485824287,.1564857364,.1643890589,.2062766552,.2291962951,.2291962951,.21338965,.2252446264,.2679225504,.2576482296,.2710838914,.3532784283,.4165049791,.3746173978,.3769883811,.4694572389,.5611357689,.5777327418,.6346366405,.7176215053,.7618800998,.6559755802,.9555114508,1.028221965,1.37201643,1.461323977,1.965555787,2.075412035,2.244543076,2.123622179,2.386012316,2.566208124,2.796194792,4.478811741,4.202985764,4.209308624,3.903450012,4.51437664,4.617119789,4.617119789,4.92772007,5.072350979,4.471698761,2.716371298,3.460864067,3.535945415,3.41739583,2.801727057,2.587547064,2.74403286
Jordan,JOR,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/jo/flat/64.png,9956011,9.956010818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0100441836,.0100441836,.0100441836,.0100441836,.0100441836,.0100441836,.0100441836,.0100441836,.0100441836,.0100441836,0,0,0,0,.1707511246,.1707511246,.1707511246,.2511045933,.2912813127,.3515464365,.4419440627,.5725184679,.7332254052,1.094815969,1.084771872,1.205302,1.325832248,1.35596478,1.406185746,1.416229844,1.566892624,1.576936841,1.61711359,1.406185746,1.335876465,1.275611281,1.195257783,1.155081153,1.124948502,1.205302,1.145036936,1.034550905,.9140207171,.8236230612,.783446312,.7734021544,.7934905291,.8035346866,.8035346866,.6729602814,.5222975612,.4921649992,.4419440627,.4318999052,.4017673433,.391723156,.3716347814,.3113696873,.2711929679,.2611487806,.2310162187,.2511045933,.2310162187,.2611487806,.2711929679,.2711929679,.2812371254,.3013255,.5725184679,.6729602814,.7131370306,.783446312,.783446312,.783446312,1.828041434
