Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020
Denmark,DNK,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/dk/flat/64.png,5793636,5.793635845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0575343966,.0575343966,.1726031899,.1726031899,.1726031899,.1726031899,.3452063799,.3452063799,.978084743,.7479471564,1.438359857,3.854804516,13.75072002,23.41649818,30.20555687,31.01103973,22.15074158,14.32606411,6.501386642,8.630159378,11.10413837,13.63565159,15.99456215,15.47675228,14.03839207,11.21920681,15.24661446,18.92881584,24.56718636,26.17815018,27.44390678,29.80281639,30.55076408,37.91516495,40.96448898,46.54532623,51.60835266,55.80836487,56.55630875,53.16178131,57.18918991,59.43302917,54.88781357,43.03572845,34.1754303,31.01103973,28.70966339,29.63021278,29.16993904,32.27679443,32.33433151,32.27679443,29.0548687,25.43020248,26.06308174,30.37816048,32.10419083,29.63021278,30.66583252,28.882267,31.50008202
Djibouti,DJI,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/dj/flat/64.png,958920,.958920002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3476132751,.3476132751,.3476132751,0,0,.6952265501,.6952265501,3.47613287,2.7809062,3.128519535,1.042839885,2.433293104,2.08567977,5.561812401,5.214199066,7.647492409,6.604652405,5.909425735,6.604652405,14.25214481,13.90453148,26.41860962,15.64259815,20.85679626,18.07589149,27.46145058,51.4467659,61.17993927,76.82253265,101.8506927,128.2693024,103.2411423,88.64138794,39.62791443,74.04163361,44.49449921,48.66585922,18.77111816,11.81885147,12.86169147,12.51407814
Germany,DEU,Europe,Western Europe,,.,.,.,Europe,https://www.countryflags.io/de/flat/64.png,82905782,82.90578461,0,0,0,.0040206281,.0160825122,.0160825122,.0120618846,.0040206281,.0160825122,.0241237693,.0281443968,.0160825122,.0080412561,0,.0040206281,.0040206281,.0080412561,.0040206281,.0120618846,.0080412561,.0080412561,0,0,0,0,0,0,0,0,0,0,0,.0040206281,.0442269109,.1206188425,.1246394739,.2090726644,.3377327621,.4462897182,.470413506,.5307229161,1.298662901,1.905777812,2.159077406,2.243510485,2.034437895,2.645573378,3.489905357,3.626606703,8.91775322,10.76322174,14.94467449,14.46219921,18.78437424,26.262743,32.35801697,42.58247375,39.74792862,38.40906143,37.02194595,43.31422806,50.05681992,59.83498764,71.90893555,81.90823364,73.00254822,64.38633728,56.74312592,63.43344879,72.00543213,77.80317688,73.25584412,61.63220978,49.11197281,46.52268982,52.96373367,59.53343964,58.33127213,46.68753433,38.89153671,31.76698303,25.93707275,27.73831367,30.6613102,40.35906601,34.53317642,30.098423,22.78892136,19.89808846,21.96871185,24.38109016,26.97037315,23.58098412,18.65973473,16.71174049
Czech Republic,CZE,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/cz/flat/64.png,10629928,10.62992764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0940740183,.0940740183,.156790033,.156790033,.2822220623,.4076540768,.3449380696,.5958021283,.4076540768,.6898761392,1.881480336,1.975554347,3.1358006,3.073084593,4.985922813,4.923206806,6.491106987,6.616539478,12.41777039,13.7034483,16.65110207,13.35851097,12.63727665,12.51184464,16.74517441,21.60566521,27.75183487,30.63677216,27.97134209,22.64048004,21.22937012,21.66838264,26.87381172,24.55331802,30.22911835,22.85998535,22.92270279,17.09011269,22.73455429,23.42443085,22.42097473,16.27480507,13.23307896,10.25406837,8.780241966,7.055551529,11.72789383,13.73480701,12.22962189,9.815055847,11.00666046,13.38986874,12.10418987,8.999747276,7.525921345,6.898761272,6.8046875,6.161848068
Cyprus,CYP,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/cy/flat/64.png,1189265,1.189265013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5605702996,.8408554792,1.681710958,1.121140599,3.083136797,5.605703354,5.605703354,5.325417995,5.605703354,6.446558475,9.529695511,5.885988235,9.809980392,7.847984314,13.73397255,11.21140671,10.37055111,8.408555031,10.65083599,13.17340279,19.05939102,19.05939102,23.26366806,29.71022606,35.31592941,37.55821228,29.71022606,25.22566414,19.3396759,19.05939102,22.42281342,27.74822998,28.30880165,25.22566414,19.3396759,18.77910614,22.14252663,22.98338318,20.46081734,15.41568375,12.89311695,8.969124794,6.166273594,6.446558475,6.446558475,6.446558475,5.605703354,5.605703354,6.166273594,5.465560436
Cuba,CUB,Americas,Latin America and the Caribbean,Caribbean,1,.,.,Americas,https://www.countryflags.io/cu/flat/64.png,11338138,11.33813763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0881979093,.1175972074,.1175972074,.0293993019,0,.0293993019,.0881979093,.2057951093,.3233923316,.4115902185,.7055832744,.7055832744,.7937811613,.6467846632,.7937811613,.9407776594,1.822756767,2.116749763,2.645937204,1.969753265,2.146149158,1.852156043,2.440142155,2.234346867,2.557739258,2.381343365,3.175124645,4.027704239,4.850884914,4.939082623,4.792086124,4.527492523,4.762686729,4.292298317,4.262898922,3.998305082,4.615690231,5.056679726,5.086079121,4.821485519,4.439294815,4.527492523,4.35109663,4.35109663,4.35109663,3.939506531,3.704312086
Costa Rica,CRI,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/cr/flat/64.png,4999441,4.999441147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0666741207,.0666741207,.3333705962,.5333929658,.5333929658,.5333929658,.8667635322,.9334376454,.8667635322,.3333705962,.8000894189,1.000111818,1.533504725,2.26692009,3.200357676,4.467165947,4.333817959,4.600514412,4.000447273,4.467165947,4.867210865,5.733974457,6.267367363,5.533951759,4.467165947,3.467054129,4.067121029,4.400491714,4.600514412,4.000447273,3.867098808,3.400380135,3.200357676,3.200357676,4.800536633,5.000558853,5.000558853,3.733750582,3.600402355,2.733638763,2.066897631,2.000223637,2.066897631,1.933549404,1.200134158,.8667635322,.9334376454,1.400156498,1.600178838,1.200134158,.8000894189,.6000670791,.8000894189
Cabo Verde,CPV,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/cv/flat/64.png,543767,.5437669754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.6130076647,1.839022994,1.839022994,1.226015329,0,.6130076647,.6130076647,1.226015329,.6130076647,1.226015329,.6130076647,.6130076647,0,0,0,.6130076647,.6130076647,.6130076647,0,0,0,0,.6130076647,.6130076647,1.839022994,1.839022994,29.4243679,28.19835281,27.58534622,1.226015329,3.065038443,6.743084431,6.130076885,7.356091976,9.195115089,12.26015377,10.42113018,14.71218395,16.55120659
Colombia,COL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/co/flat/64.png,49648685,49.64868546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0067138402,.0067138402,.0067138402,0,.0134276804,.0537107214,.0537107214,.0671384037,.0872799233,.1678459942,.275267452,.2886951268,.3961165547,.3222643137,.4229719341,.6915255189,.8660853505,1.000362158,1.221918941,1.604607821,1.436761737,1.080928206,.9265099168,1.416620255,1.738884568,2.000724316,2.437124014,2.437124014,2.42369628,2.289419413,2.175284147,2.094718218,2.510976076,3.820174932,4.323712826,4.652691364,4.397565365,3.712753534,2.544545412,1.812736869,2.208853483,2.557973146,3.088366508,2.242422581,3.753036499,3.612046003,4.76682663,3.786605835,3.920882702,4.914530754,5.277078152,5.491920948,5.015238762
Congo (Brazzaville),COG,Africa,Sub-Saharan Africa,Middle Africa,.,.,.,Africa,https://www.countryflags.io/cg/flat/64.png,5244363,5.244362831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0635603145,.0635603145,.0635603145,0,.127120629,.127120629,.127120629,0,.0635603145,.0635603145,.0635603145,0,0,0,.953404665,.953404665,.953404665,0,.190680936,.190680936,.190680936,1.461887121,1.461887121,1.461887121,0,.953404665,.953404665,.953404665,0,0,0,3.622937679,3.622937679,5.27550602,1.652568102,1.652568102,1.080525279,1.398326874,2.733093262,1.652568102,2.224610806,.889844358,.889844358,0
Congo (Kinshasa),COD,Africa,Sub-Saharan Africa,Middle Africa,.,.,.,Africa,https://www.countryflags.io/cd/flat/64.png,84068091,84.06809235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0039650397,.0039650397,.0079300795,.0039650397,.0039650397,0,.0039650397,.0079300795,.0475804769,.059475597,.0753357559,.0634406358,.0713707134,.0872308761,.0713707134,.059475597,.0237902384,.0674056783,.0555105582,.118951194,.1308463067,.1744617522,.2101471126,.1427414268,.1784267873,.0793007985,.1070560738,.1030910388,.1030910388,.0753357559,.1387763917,.1704967171,.2141121477,.0793007985,.0713707134,.0793007985,.1268812716,.1823918372,.2101471126,.237902388,.1784267873,.1704967171,.1268812716,.1784267873,.1744617522,.2260072678,.2577275932,.2854828537
Cameroon,CMR,Africa,Sub-Saharan Africa,Middle Africa,.,.,.,Africa,https://www.countryflags.io/cm/flat/64.png,25216237,25.21623611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0132189961,.0132189961,.0264379922,.0132189961,.0132189961,0,0,0,0,0,.0264379922,.1057519689,.1057519689,.1189709678,.1321899593,.2247229367,.3569129109,.4758838713,.5155408382,.4626648724,.2511609197,.3304749131,.2115039378,.8460157514,.6345118284,1.34833765,1.242585659,2.20757246,4.177202702,4.256516933,4.547334671,1.96963048,1.361556649,1.057519674,.9517677426,2.141477346,1.189709663,1.189709663,0,.3701319098,.3701319098,2.326543331,1.956411481,2.234010458,.2775989175,2.20757246,1.929973483,1.929973483,2.260448456,3.529472113,4.692743778,3.793851852,3.787242413
Cote d'Ivoire,CIV,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/ci/flat/64.png,25069229,25.06922913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0132965129,.0132965129,.0132965129,0,0,0,.0531860515,.0664825663,.1063721031,.0531860515,.1063721031,.0664825663,.2127442062,.7844942808,.8775698543,.9440524578,.3723023534,.2792267799,.9174594283,.8908663988,1.037127972,.3324128389,.3457093537,.5185639858,.7313082218,.8908663988,1.3961339,1.382837415,1.635471106,1.608878136,1.263168693,1.981180429,1.728546739,2.419965267,1.3961339,.8509768248,.3723023534,.6648256779,2.167331696,2.566226959,2.114145517,1.529098988,1.3961339,2.087552547,2.140738726,1.662064195,1.941290855,1.455968142
China,CHN,Asia,Eastern Asia,,.,.,.,Asia,https://www.countryflags.io/cn/flat/64.png,1392730000,1392.72998,.1335506588,.2053520828,.3427321315,.4683846533,.9820041656,.96022439,1.259875655,1.027478456,1.389118314,2.031741142,2.372797728,2.828018904,2.587244749,2.601844311,2.48983407,2.243555307,2.2119627,1.973103166,1.812268019,1.179936767,4.198229313,5.25873661,5.661303043,2.541291952,1.454218268,1.387682199,.9827222228,.6325705647,.3204737008,.5701033473,.4655125737,.4047207236,.1802215874,.2738027871,.3252604604,.2809829116,.2848123312,.3187983334,.2891204059,.2166009694,.1086594909,.095974572,.1026760414,.0919058248,.0684506968,.0406874754,.0280025564,.0234551337,.0172323417,.0138816088,.0134029333,.0169930048,.021061752,.0193863846,.0236944705,.029438585,.0459529124,.048585631,.0667753294,.0593558475,.0684506968,.0540904067,.0679720193,.0732374564,.0808962733,.0813749507,.0720407665,.0670146644,.0572018027,.0560051128,.0555264354,.0435595326,.0406874754,.0368580669,.0418841653,.0495429859,.0521757044,.0533723943,.0490643084,.06007386,.0650999621,.0698867217,.0531330556,.0454742387,.1086594909,.1031547189,.0962139145,.013642271,.0157963131,.0150782997,.0160356518,.0110095525,.0098128617,.0067014666,.0046670926
Chile,CHL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/cl/flat/64.png,18729160,18.72916031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0177975595,.0177975595,.071190238,.0533926748,.0533926748,.071190238,.071190238,.1601780355,.2669633925,.2669633925,.533926785,.676307261,.9076755047,1.993326545,2.491658211,2.918799639,1.477197409,4.146831036,5.321470261,7.012238026,5.552838326,6.852060318,9.07675457,9.966632843,12.24472046,13.65072727,14.82536697,14.93215179,14.75417614,15.87542248,16.99666786,17.77976227,20.11124229,18.98999596,19.18576813,16.99666786,19.13237572,20.59177589,24.64961815,24.57842827,22.08677101,18.22470093,17.61958313,18.86541176,22.8164711,23.75974083,25.93104362,22.79867363,22.33593559,19.61290932,21.49945068,23.22581482,26.23360252,27.79978752,27.03449249,27.36374664
Switzerland,CHE,Europe,Western Europe,,.,.,.,Europe,https://www.countryflags.io/ch/flat/64.png,8513227,8.513227463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0391547531,.0391547531,.3132380247,.2740832865,.6656308174,.7439403534,1.331261635,1.487880707,2.46674943,2.819142342,6.186451435,6.969546318,8.731510162,6.264760971,8.731510162,12.33374786,10.88502216,25.37228012,27.68241119,60.61156082,41.54319382,52.50652695,32.4201355,73.41516876,101.5674362,138.8819122,133.0870056,137.0807953,129.2890015,134.0267181,118.090744,119.4611588,124.4729691,118.1690521,117.229332,99.02237701,115.0758209,113.7445602,117.503418,107.1665649,88.99875641,80.30640411,68.44251251,85.35736847,93.73648071,89.97762299,71.53573608,53.40708542,44.51895523,32.45929337,36.06152725,40.87756348,44.71472931,41.81727982,39.46799088,33.9080162,25.80298424,20.67370987,21.6134243,24.04101944,24.5108757,22.12243652,22.55313873
Canada,CAN,Americas,Northern America,,.,.,.,Americas,https://www.countryflags.io/ca/flat/64.png,37057765,37.05776596,0,0,.0089949658,.0089949658,.0179899316,.0089949658,.0089949658,.0179899316,.0179899316,.0179899316,0,0,.0089949658,.0089949658,.0269848965,.0179899316,.0179899316,0,0,0,0,0,0,0,.0089949658,.0089949658,.0089949658,0,.0089949658,.0089949658,.0089949658,.0089949658,.0179899316,.0179899316,.0269848965,.0269848965,.0809546933,.0989446193,.1169345528,.08994966,.0809546933,.08994966,.1709043533,.1888942868,.2428640723,.2518590391,.2248741388,.3957784772,.35979864,1.02542603,.8095468879,1.214320421,1.996882439,2.51859045,3.642961025,3.46306181,4.182659149,5.576878548,6.017632008,10.29923534,13.60938263,16.02902794,17.57616234,17.01847458,20.91329575,20.13073349,24.43032646,26.54414368,29.50348663,34.95443726,35.17031479,30.74479294,40.22548676,37.11322784,44.0213623,30.44795799,36.79840469,37.66192245,37.55398178,32.77765656,32.56177521,33.44328308,35.17031479,46.13517761,51.98190689,55.29205322,43.391716,43.57161331,45.38859558,54.11371231,50.62366867,41.85357666,34.56765366,34.7205658,41.70515823
Central African Republic,CAF,Africa,Sub-Saharan Africa,Middle Africa,.,.,.,Africa,https://www.countryflags.io/cf/flat/64.png,4666377,4.666377068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0714330077,.0714330077,.0714330077,0,0,.1428660154,.1428660154,.1428660154,0,0,0,0,0,0,0,0,0,0,0,.3571650088,.3571650088,.3571650088,0,0,0,0,0,0,0,.2142990083,.2142990083,.2857320309,.0714330077,.0714330077,0,0,0,.1428660154,.1428660154,.2857320309,.1428660154,.1428660154,.2142990083,.3214485049
Botswana,BWA,Africa,Sub-Saharan Africa,Southern Africa,.,.,.,Africa,https://www.countryflags.io/bw/flat/64.png,2254126,2.254126072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.443630904,.5915078521,.5915078521,.147876963,0,0,.295753926,.295753926,.295753926,0,1.035138845,1.035138845,1.035138845,0,0,0,0,.295753926,.295753926,.295753926,.73938483,.73938483,.73938483,.295753926,.295753926,.295753926,0,0,0
Bhutan,BTN,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/bt/flat/64.png,754394,.7543939948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.4418557584,.4418557584,.4418557584,0,0,0,0,0,0,0,0,0,0,0,.4418557584,.4418557584,.4418557584,0,0,0,0,.4418557584,.4418557584,.8837115169,.4418557584,.4418557584,0,.4418557584,.4418557584,.4418557584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.4418557584,.4418557584,.8837115169,.4418557584,.4418557584,0,0
Brunei,BRN,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/bn/flat/64.png,428962,.4289619923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.7770696282,.7770696282,8.547765732,7.770696163,27.97450638,22.53501892,30.30571556,13.21018314,12.43311405,13.98725319,16.31846237,17.09553146,11.65604401,10.10190487,10.10190487,16.31846237,16.31846237,17.87260056,8.547765732,8.547765732,9.324835777,9.324835777,6.993626595,3.885348082,4.662417889,3.885348082,3.108278513,1.554139256,.7770696282,0,0,0,.7770696282,.7770696282,.7770696282,0,0,0,0,0,.7770696282,1.554139256,1.554139256,.7770696282,0,0,0,0,0,0
Barbados,BRB,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/bb/flat/64.png,286641,.2866410017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32578969,2.32578969,5.814474106,3.488684416,4.65157938,10.46605301,13.95473766,13.95473766,4.65157938,1.162894845,6.977368832,9.30315876,17.44342232,10.46605301,9.30315876,1.162894845,15.11763287,19.76921272,20.93210602,11.62894821,10.46605301,12.79184246,8.140263557,6.977368832,4.65157938,5.814474106,5.814474106,5.814474106,4.65157938,2.32578969,3.488684416,3.488684416,2.32578969,0,0,0,0,1.162894845,2.32578969,4.65157938,3.488684416,3.488684416
Brazil,BRA,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/br/flat/64.png,209469333,209.4693298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0015913228,.0015913228,.0015913228,.0015913228,.0015913228,.0015913228,0,.0031826457,.0031826457,.0175045524,.0143219056,.0254611652,.0190958735,.0286438111,.0286438111,.0429657176,.1909587383,.1798194796,.1750455201,.0779748186,.2705248892,.3341777921,.669946909,.7511044145,1.032768488,1.471973658,1.79978621,1.950961828,1.604053497,1.688393593,1.861847758,2.148285866,2.022571325,1.84911716,2.885068417,4.105612755,5.513933659,5.313426971,5.607821941,4.910822392,4.941057682,5.846520424,8.020267487,9.438136101,8.917773247,7.25165844,6.524423599,6.034296513,7.216649055,9.751626968,11.13130379,13.39893818,13.26844978,13.0949955,11.23633099,10.21788406,11.30316639,14.78816319,17.44726372,21.58947754,20.78904152,21.61891747
Bolivia,BOL,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/bo/flat/64.png,11353142,11.35314178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0587208979,.0587208979,.088081345,.2348835915,.2348835915,.2348835915,.0293604489,.0587208979,.0293604489,.1174417958,.2055231333,.3523253798,.3523253798,.2936044931,.2348835915,.4697671831,.9395343661,1.2331388,1.115697026,1.056976199,.9688947797,.9982552528,.7633716464,.7340112329,.7046507597,.9982552528,1.497382879,1.614824653,1.556103706,2.378196239,2.172673225,1.908429146,1.056976199,1.820347786,2.319475412,2.847963572,3.259009838,3.259009838,2.818603039,2.319475412,2.906684399,3.082847118,2.613080025,4.081102371,6.136333942,7.545635223,7.252030849,6.297816277
Belize,BLZ,Americas,Latin America and the Caribbean,Central America,1,2,1,Americas,https://www.countryflags.io/bz/flat/64.png,383071,.3830710053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.8701606989,.8701606989,1.740321398,.8701606989,.8701606989,0,0,.8701606989,.8701606989,.8701606989,0,.8701606989,.8701606989,1.740321398,2.610481977,2.610481977,2.610481977,1.740321398,2.610481977,4.350803375,4.350803375,6.961285591,4.350803375,3.480642796,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,BLR,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/by/flat/64.png,9483499,9.483498573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0351487733,.0351487733,.0351487733,0,0,.175743863,.175743863,.175743863,0,0,0,.1054463163,.1054463163,.2108926326,.6326779127,.6326779127,.5272315741,.3163389564,.3163389564,.8435705304,.5272315741,1.159909487,.8787193298,.8787193298,.4217852652,.175743863,.351487726,.175743863,.4569340348,.2811901867,.2811901867,2.038628817,2.038628817,2.425265312,5.34261322,6.994605541,9.736209869,9.068383217,12.266922,14.79763317,17.71498108,27.62693596,39.36662674,40.77257538,38.38245773,32.96954727,37.08195496,40.42108917,45.16617203,52.65286255,36.94136047,20.21054459,52.19592667,68.329216,87.94223022,61.79154205,72.05498505,81.15851593,85.79815674,89.1021347
Bosnia and Herzegovina,BIH,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/ba/flat/64.png,3323929,3.323929071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2005658448,.2005658448,.3008487821,.1002829224,.1002829224,.2005658448,.4011316895,.8022633791,.8022633791,1.103112221,1.303678036,1.203395128,.8022633791,1.403960943,3.8107512,6.317824364,5.515561104,6.317824364,4.713297367,7.320653439,5.014146328,5.515561104,7.120087624,8.223199844,13.23734665,13.13706303,16.24583435,13.63847828,16.54668236,15.94498539,16.54668236,12.13423443,9.526878357,14.03960991,15.04243851,18.45205879,13.73876095,14.24017525,15.14272213,13.63847828,13.73876095,10.12857533,13.03678036,13.13706303,15.84470272,11.83338547,9.526878357,7.420936584,8.323482513,10.42942429,7.92235136,11.83338547,10.32914162,14.29031658
Bahamas,BHS,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/bs/flat/64.png,385640,.3856399953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.864364028,.864364028,.864364028,1.728728056,1.728728056,2.593091965,.864364028,.864364028,.864364028,.864364028,4.321820259,4.321820259,4.321820259,1.728728056,3.457456112,3.457456112,8.643640518,8.643640518,8.643640518,6.050548077,3.457456112,4.321820259,4.321820259,10.37236786,10.37236786,7.779275894,5.186183929,4.321820259,4.321820259,2.593091965,2.593091965,5.186183929,4.321820259,5.186183929,1.728728056,5.186183929,8.643640518,8.643640518,10.37236786,6.914912224,11.23673248,6.914912224,9.075821877
Bahrain,BHR,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/bh/flat/64.png,1569439,1.569439054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2123901099,4.884972572,7.008873463,6.796483517,2.761071444,1.699120879,2.973461628,2.761071444,1.699120879,1.061950564,1.27434063,2.336291313,7.008873463,6.371703148,7.433653831,5.309752941,23.36291122,21.23901176,18.05315971,3.185851574,4.035412312,4.035412312,3.823021889,8.920384407,13.59296703,12.10623646,10.40711498,11.89384651,19.53989029,18.47793961,18.05315971,17.20359802,15.7168684,12.10623646,8.707994461,10.40711498,19.32749939,14.86730766,27.18593407,22.30096245,25.2744236,12.10623646,17.84076881,26.12398338,26.12398338,27.82310486,24.21247292,46.08865356,52.88513565,92.60208893,103.6463699,113.6287079,72.00024414,45.02670288,21.66379166,38.44261169,35.46914673,42.47802353,31.00895691,65.84093475,115.7526093,119.1508484,91.32774353,41.09748459
